physical_index,char,unicode,sources,v240_piece_indices,official_piece_indices,pixel_hamming,changed,before_bitmap_sha256,after_bitmap_sha256
613,껏,U+AECF,V319 atlas identity; V320 assignment,82/209/267,102/231/295,15,1,CFE1CCBE14E1937FD4AF36ADA167E1A9F5B61462CA224D070A8903E9A53CA1AE,D6B255CE8DC8D6C186127BC676D0962642CA621263A2B724BF7FA8CDADA4D289
614,멘,U+BA58,V319 atlas identity; V320 assignment,87/210/252,107/232/308,26,1,436F5ABC594965DD967F7C3A83685ABFE4A16D6E0F28B218EDB6DE74AC223BE3,9174F7BC34E5F0B300734A96143DB2E222593D646D26C874CE33079922F7122B
615,륭,U+B96D,V319 atlas identity,126/222/325,126/244/353,37,1,27068F6885A9A55FF4646054745C1D07343AB580A2043B124D1B301683EA2CA9,7D737AE1FCE21725C617EED1CA0F2F99AD066594D080BA6C7AD4A02D8548BF0C
616,쁜,U+C05C,V319 atlas identity; V320 assignment,109/223/280,129/245/336,55,1,27A98F23957F13D993A47B39AC5EA955113ABD9EFED06994281478809FF19E49,DEC0481BF2E9BCD85941736824A5A749A1B43C1DB83CEA4ACA9769EB9FF503F6
617,널,U+B110,V319 atlas identity,83/209/256,103/231/284,13,1,B88DECAAA33D22F1926E4814ED3C535143B29263F6A4854BAED17AF0B3FEEEF9,9861A967F86470EE0E71E708CB45B3423762E2DA6D0ADB7AD56D78B8EE83FB9E
618,뜻,U+B73B,V319 atlas identity,105/223/295,125/245/351,67,1,E3BB9E5040B561D77AB75FA0BBA1640B4948E3D7347F7CC66524AEF28B5DD176,4670046AE18F7CF79C850D926B25E1BB8C7A9D9F9F2BDAF280F61CDDD1366614
619,딘,U+B518,V319 atlas identity; V320 assignment,84/225/252,104/247/280,13,1,CB808A96AD7B9EF02F82E2621BB5BB766D442473881792927FD78932F9EEB858,8B66F9A27C617B71ACFF67EBAADB2063494EE56FAA8F0970BFC0DB4E0AF198B6
620,벽,U+BCBD,V319 atlas identity; V320 assignment,88/211/249,108/233/277,16,1,3807F41D5AC578CEB6010A80FF1D2A17BBC26E1179F934341F0A1465182F464F,3B1F9D00961FEB90C4DA4E2051C0D5B02732D52BB0BC79595A689307555D6B20
621,얼,U+C5BC,V319 atlas identity; V320 assignment,92/209/256,112/231/284,22,1,2EE0DE432C5C2884F336FCAC913F7F54AA049EAD337C9D56AB5B66DAC6A5B215,A274C41DCC797A1E3B14EAD0DC4D0DABB11A50DC1A431667A672740B65BF0789
622,롭,U+B86D,V319 atlas identity,106/213/293,126/235/349,55,1,2ED5848D0B9D1351DFDA4DBD4E3561EEB4DEF1C3C747595CE812A818C091F850,7FFD09A356EFC7FC0677D0837A8E0DEA76D67066F7AB726264811885AA926067
623,캐,U+CE90,V319 atlas identity; V320 assignment,16/184/-1,16/162/-1,0,0,E23ABF3885DAFBC62BA9BFADF814EC8B9609BF847859CA793D133370BCFF5F09,E23ABF3885DAFBC62BA9BFADF814EC8B9609BF847859CA793D133370BCFF5F09
624,콘,U+CF58,V319 atlas identity; V320 assignment,116/235/280,136/213/336,48,1,89637A38B66BBC2203C0779CC4354BB9D1F93AC9CDA2173F6974C69DEEA3FCF4,0D77AA3AF42C7B215122AB23533ABB05AE3AF3FA16886EE820987D3D66FFA87E
625,칭,U+CE6D,V319 atlas identity; V320 assignment,95/225/269,115/247/297,18,1,DC285CFAD35FE45787E95BA4F9EBE77DBB7C11BA15690540AF2658931777CE31,B3C57C217D57ACB3A2150415151413CC069E0ED17B401151C55F1F03C83DDE62
626,텐,U+D150,V319 atlas identity; V320 assignment,97/210/252,117/232/308,26,1,16544733E916B097C6CE57398014A9189110F8D92D1A0CDAA558C4BDA1CDC9B9,5C5CE17686E6D8EF94BD8C6C9EEC7E7C6C5BBCC57A63CB253DBEC2CFD6160231
627,옷,U+C637,V319 atlas identity; V320 assignment,112/213/295,132/235/351,69,1,E92FB9A4B4285CE9AFAB34B87769D1F02259E155E81D6415A20D7A439E212722,D6994FC6D66330AF65B5FCDA2A2AC20BFCAF8A6B296A15AB72F89FEA22B3AE13
628,흥,U+D765,V319 atlas identity; V320 assignment,119/223/297,139/245/353,76,1,4B5034CFB1C8672CF47801B8E446C8C2BDA627FEB9BD750BBF58D559D1B53655,185EA090F6598E338642692F0895BCA93CED3252F79B9EEFFF4BF8D6803E61A9
629,곤,U+ACE4,V319 atlas identity; V320 assignment,101/235/280,121/213/336,44,1,F851A8EC2B542F03D85472CA9C5ABB3D3EFF14853B56BB50EA701D9BF02EBAD8,0B72E0B94C63EE19565384BF04BA30D56488249AD34578CFF45202D269A9D6D3
630,쯤,U+CBE4,V319 atlas identity; V320 assignment,114/223/292,134/245/348,64,1,C78E716183E443EEC3A04F08B65210393EBABD56C9549831204E5B59043DB422,5B014865E2769167C3B33657CBC2789C8DC342DC89AB139640D5D8E99D632E3B
631,쩌,U+CA4C,V319 atlas identity; V320 assignment,14/165/-1,14/187/-1,0,0,21A6893E6429327B4699B3FEBCFFBB41A4407F2316A1928846279F6F2BF7B720,21A6893E6429327B4699B3FEBCFFBB41A4407F2316A1928846279F6F2BF7B720
632,업,U+C5C5,V319 atlas identity; V320 assignment,92/209/265,112/231/293,22,1,41D9EFD5A5D0EE2709533BB2235A086A28FF1AC9E4BE75275A041C182F5A7E48,DB0795A948C1A210F78C87C106A514D6FCC258271E49173995A0ECA8BE70AF33
633,박,U+BC15,V319 atlas identity; V320 assignment,88/205/249,108/227/249,16,1,787DA8544CBB55F44A8499CFA78B062E1A3A173664AE93ED99985C241B16FA20,C21DCA5AC511404702D3F5E24CF883BDED76FE5452FE943D9303D1C90B233A3F
634,답,U+B2F5,V319 atlas identity; V320 assignment,84/205/265,104/227/265,13,1,6F6C41790A751729973D398FACA910CD1311285179D0DA8B6998BE4C1EDDF802,5D3D0EDA828ED7C73054FEE8362855290312EADBEE5B70734BCB622DA39C4435
635,꼬,U+AF2C,V319 atlas identity,22/169/-1,22/191/-1,0,0,E01480A8C08997390BAA619CA14434C03E9A2042D80ECE56EF5B58063CCCCC81,E01480A8C08997390BAA619CA14434C03E9A2042D80ECE56EF5B58063CCCCC81
636,잃,U+C783,V319 atlas identity,92/225/263,112/247/291,22,1,5AA4C1BFD88F5AD01513D7B262190025676B071AD37D55B43CA8FBFA9F1911E2,1C378172526F63E18357076CED47B631C201BEE707A32D6FA52FD1A76FC9C306
637,솟,U+C19F,V319 atlas identity,110/213/295,130/235/351,54,1,F64D8DDF5EA2244BBA0ECE17D6BE0E47D56B201CAFDF6813792735E32C24416F,54E3902A52F8AE2A7C7596D6CFCF59022D8D9AD1B96E7C7721B358A3CE50D22E
638,철,U+CCA0,V319 atlas identity; V320 assignment,95/209/256,115/231/284,18,1,8F942188AA21BFB5DC1680F2D6D73AA8C6EFBC1C3678437ADCC3AE8B9D227012,F77346200D716FA5DABFC3A391C2E003BBFB862140D4BD3A1A00F0F77A4DE046
639,딸,U+B538,V319 atlas identity; V320 assignment,85/205/256,105/227/256,19,1,3F4288BA0432A6B6898E5E5739A8EAE25772F7A8DC5C5A3495A4A1FF2ED87D17,5DA00732795DE3DC0F3ADD25C7041364571518C4D5C7A5372C318075482889FF
640,율,U+C728,V319 atlas identity,132/222/312,132/244/340,22,1,2B11A784446ACCBD7F595B882B052138E969568854FE96249DCBAA99AE76AB21,344629D9E3DC96619B483786F6630F20D72476E4445E5D20AA7AC1CF0B412E1F
641,뛰,U+B6F0,V319 atlas identity,65/177/-1,85/199/-1,0,0,80BC8DCDF600E85A7D156AE8A249C36F98066EA657BA2C10498CAAE3108F17FD,80BC8DCDF600E85A7D156AE8A249C36F98066EA657BA2C10498CAAE3108F17FD
642,쁘,U+C058,V319 atlas identity; V320 assignment,29/179/-1,29/201/-1,0,0,7786D82AE9E67D1BF491B97CE4F7029614E81FD3CF41E412C2F29EE3BEB6101E,7786D82AE9E67D1BF491B97CE4F7029614E81FD3CF41E412C2F29EE3BEB6101E
643,득,U+B4DD,V319 atlas identity,104/223/277,124/245/333,47,1,35F38F87E829251A3B3AD667AC8E52FD2AD0EA9B6915CEC73288D452692697B1,11F70F637D2CC6D1B630CDB03EB8E9D82F39D27987EEB05CD634EA69D5364857
644,밤,U+BC24,V319 atlas identity; V320 assignment,88/205/264,108/227/264,16,1,5A78024804DC28B3692D14189DB9C74F236BC98045107F8D3D72D5AE7FC7D616,B91B45849083AE7B6F502C087596F30804DB634A68B3893BD31B19DC299D8C64
645,뀌,U+B00C,V319 atlas identity; V320 assignment,62/177/-1,82/199/-1,0,0,EA8AA7A20B96E966C1400BAC775C6D6E08D2C545B53A6299FE4F86625B1872AA,EA8AA7A20B96E966C1400BAC775C6D6E08D2C545B53A6299FE4F86625B1872AA
646,춰,U+CDB0,V319 atlas identity; V320 assignment,75/175/-1,95/197/-1,0,0,0463B1AD56988214BF17503E3D7F452474A6E33DCE1EAE364546EA264913D0D3,0463B1AD56988214BF17503E3D7F452474A6E33DCE1EAE364546EA264913D0D3
647,옆,U+C606,V319 atlas identity; V320 assignment,92/211/274,112/233/302,22,1,0810130D14977D90D1D498D336EF02AD70EF0E1059D00F53A1F38861B907DB83,DDE0E2C1C13CCB5D4206FD9789B6CEAFA4B1CC13C4F12FA8AAF5335CA442C543
648,쉽,U+C27D,V319 atlas identity,150/221/349,150/243/293,25,1,300F501BB0EAA204683F481A24B7474137680A168BB4A2B784B6D5CDF61681E5,C19DA67A121401AA01D82A98531296523B4636C96586E9D5DB9C410F881F1BE3
649,콜,U+CF5C,V319 atlas identity; V320 assignment,116/235/284,136/213/340,47,1,32D88063D473C45464B6F4DE86A96A6E06B8B0598C38E264EF6FBA9645E75DC8,3BF97EA30FCB1D7478BF5456DA1635DFEA801C427902A6BE3E9E1DF076B6FDB5
650,녔,U+B154,V319 atlas identity; V320 assignment,83/211/268,103/233/296,12,1,594D21D2F5811CB14AEE63DA1FCE6F73585A180374BD6C61D9A64EF5908C9694,EE00314AEEE566B9DB9AD342552406F1028FD11EACC4D440D138DC3401A4DB43
651,쓴,U+C4F4,V319 atlas identity; V320 assignment,111/223/280,131/245/336,52,1,F7005EBC77E091EF4EA4273DF37B8644F00706DFD60A2633B5335AB4CD2C586F,F3A41F57D81729A92334EAE49F8C89891B70CFDDF74CBAA6E411B243A3E5BC31
652,즘,U+C998,V319 atlas identity; V320 assignment,113/223/292,133/245/348,55,1,DB9B0DCF4B04C60F5F3F11631BD25D8F5AAFF9816B75A1ED5AC7BF6965B1A7F1,9487531BDBC1BED5CCB17E6B6876917EFC10347A52C1539C08118308D600391B
653,셔,U+C154,V319 atlas identity; V320 assignment,10/167/-1,10/189/-1,0,0,FCB5636B16F1C85244F9B7FEE170656ECFF80F0F57DD60A77D3F7E9115029E67,FCB5636B16F1C85244F9B7FEE170656ECFF80F0F57DD60A77D3F7E9115029E67
654,청,U+CCAD,V319 atlas identity; V320 assignment,95/209/269,115/231/297,18,1,E361FA5BF6F0E3972333A552AAE825329E53FEB10D46E98765C2FDF7BBD4FA6D,384AC695F09D8C1312E62D9BD99D3D9EF54F842EA4A6150A4315F291A145AA2B
655,떨,U+B5A8,V319 atlas identity; V320 assignment,85/209/256,105/231/284,19,1,D28B8C2A109F6AF859F565BD655E3CEC9506BA5DD0CD1331365F5EB2706A7F8D,7C5DBABE681CA98EDED3C0E3117D29FB5C8C9AB79310C0672B024AC6CD8D60D8
656,힌,U+D78C,V319 atlas identity; V320 assignment,99/225/252,119/247/280,22,1,8A06453DB4E5B54F93579F39106433112A9173E9DFDA0F445A7471BF57AAC196,9D906EA515B8FCE084743B5CB96E1DD85A90D38B3A3299CB523C88F3E3C4E8A2
657,킨,U+D0A8,V319 atlas identity; V320 assignment,96/247/252,116/225/280,23,1,2DD4A3D9829516BFACC55D25E833976C4609E9B95EBF5C130BB0C64E7487F000,F7C7F5F2145C2578E36CD6C5944C14E2CDD1E67CC77C41CE1DFD4FEE6BC12193
658,담,U+B2F4,V319 atlas identity; V320 assignment,84/205/264,104/227/264,13,1,A8DD841EB4D148D7706C58338E844577D246CF5CE82D63F3BF2C6FDE032D2FEC,DD8A07164E489331AD49EE98973CE1E6C28A59346383A0FF0286C22A7087B0F8
659,짜,U+C9DC,V319 atlas identity; V320 assignment,14/161/-1,14/183/-1,0,0,226A394AF32D298641795BE23E01D3FA812C7EAACDB7E82655092221159F96FB,226A394AF32D298641795BE23E01D3FA812C7EAACDB7E82655092221159F96FB
660,취,U+CDE8,V319 atlas identity; V320 assignment,75/177/-1,95/199/-1,0,0,13F02F4763CB59F4E1474A70EABEE65B070E0C49E088DF9A2DBB4C583FCECAD5,13F02F4763CB59F4E1474A70EABEE65B070E0C49E088DF9A2DBB4C583FCECAD5
661,쉬,U+C26C,V319 atlas identity,70/177/-1,90/199/-1,0,0,00C510DB9CB15F63B271B330DE0EC0A1E47DDF1FD041769F6205EFD36FEA3C01,00C510DB9CB15F63B271B330DE0EC0A1E47DDF1FD041769F6205EFD36FEA3C01
662,액,U+C561,V319 atlas identity; V320 assignment,92/206/249,112/228/305,31,1,69B520FB56379398DAB1C350FE96D676A36E7771D5FAA3557AE87963C01DEC8C,89E7D1AC8A1D6FA78F3CD0F7C453EA90F0BD7CE68E10CDD709F342E872F4887C
663,슷,U+C2B7,V319 atlas identity; V320 assignment,110/223/295,130/245/351,58,1,F571AB81879E8312BAE82FB680A648D1BB54946D30FB4AC0A82685E82C0CEB16,04A8B9D00C32AC14D248E50594015C78AD9A9BFDD98B7DC6ACD8990DBD378A12
664,급,U+AE09,V319 atlas identity; V320 assignment,101/245/293,121/223/349,50,1,E0E68B62E2A997A27354E4831A9EBDAE36F350D8C8EF2F6A5EF37D287B42ACA4,3713B96B19182051CC6D89288E7FB99E9F3160A869337D383DB2D97BF45F061D
665,닐,U+B2D0,V319 atlas identity,83/225/256,103/247/284,13,1,23A1D8A21BB235FDD81DC0A9D1109A3CF337B996D7182A3E320754B46E374E9A,314CD0E98A5D66B5A5533B2F11B6777BD9C50ABC3782D1D4436FAAFD162C229C
666,익,U+C775,V319 atlas identity; V320 assignment,92/225/249,112/247/277,22,1,2AB1D3AF59B4B365B941F93DD70F1B5CD33F8CA8DB905E9F57081FE2D058F5C2,C6A53C03946CE224B894475B356E0CFDF6D0B3710FF403864F1CFBADA913A3CB
667,껐,U+AED0,V319 atlas identity,82/209/268,102/231/296,15,1,42567C9925BBF322C4F5048163FB9338A6103154B1471A67D7F04E32F8D66128,F6A34A9937F9011C3A950F5E7BD7D9685939B6364E4B8DF7F90E722A43B21672
668,쇠,U+C1E0,V319 atlas identity; V320 assignment,70/172/-1,70/194/-1,0,0,EFF6C47A4691755D01E150AF5BE525E2EA4FEB038C2E0D5F342E9E82B7F236EB,EFF6C47A4691755D01E150AF5BE525E2EA4FEB038C2E0D5F342E9E82B7F236EB
669,끊,U+B04A,V319 atlas identity,102/223/282,122/245/338,53,1,3D1F78FC95F507E0E0327AA30DD2F992CC3211A1F86728947E02A125D5269D39,A518E187C49089745A933F8E97F50E3E2D673D65430FF354301A4145D6229A2E
670,멋,U+BA4B,V319 atlas identity; V320 assignment,87/209/267,107/231/295,16,1,6D8BA576BAB8AAFC6BDA764C3918388F32A2317CDE4E61F589CA9DD0F13A95E5,9176C3094DFFD2BBDB7167312A0A51EF175BA1D12FD0E3D2B0985198B5256688
671,럽,U+B7FD,V319 atlas identity; V320 assignment,86/209/265,106/231/293,15,1,1DE1B2D611B11D9ADAADD44E66217E8D63923AB239F0F5852244A55BEEE80B37,079DA9DBDB8726092366B88AD5D314813B41A93E417290874673E812F2CC9E88
672,껴,U+AEF4,V319 atlas identity; V320 assignment,2/167/-1,2/189/-1,0,0,617D6366F6CDB8B0A7A8EA9E39B3CFBD8A28D7724E05B5EA16A4C3735A10F8CA,617D6366F6CDB8B0A7A8EA9E39B3CFBD8A28D7724E05B5EA16A4C3735A10F8CA
673,봤,U+BD24,V319 atlas identity; V320 assignment,148/214/352,148/236/268,36,1,A690292DAFD16D54BBD55CA3FC138C42E175DC6C75949FB2BD442C023288F683,99395B341F9440A6A87CBF6822016BE8FDDC50E53265D9AE2A133463A3C3BE57
674,권,U+AD8C,V319 atlas identity; V320 assignment,141/241/336,141/219/280,19,1,B4D43FFDC1B79AAFA10FD33C61674883BBC681E5C3EF8ACF9789C32C23F276F5,A532DB50BC9B0EA0B881E76BFFEF5FCE23889872032B1A4988E8304068291A48
675,뛴,U+B6F4,V319 atlas identity,145/221/336,145/243/280,19,1,195C0ABF1648CCD1019C31E978691D0473AFB199AF6124DEBCED137D4A31B736,93E28EB562CCAAD7571DDC4B54CA3E8D730A62D40F766436C3333D0989663F3D
676,맙,U+B9D9,V319 atlas identity; V320 assignment,87/205/265,107/227/265,16,1,0F0B18A47C1354F95DDE97594E13C68A3C1B448C74C7C83E38A130131798D01E,AE357D75587DC395DC4A675FE4F6AC5139842899DB1FCEEE1F3C74D4994011C9
677,훨,U+D6E8,V319 atlas identity,159/219/340,159/241/284,18,1,389EF6DFF34D7B25C27697CF4EA64CD3DF9F8AAF47A180184E9B201849890F0A,FFD66E1FC570B67066855765D5D22912ECF7DDBB5B8623F0EDBD6D8511F9C448
678,샘,U+C0D8,V319 atlas identity; V320 assignment,90/206/264,110/228/320,34,1,8A234A729ADFC10E335FC70225E9311CD1318162D44F64834FDCEDA2C9147602,A88505C1794A121ECB286628174D0A22EE01CE7ADF0781D1B74C5D3326673AE5
679,츠,U+CE20,V319 atlas identity; V320 assignment,35/179/-1,35/201/-1,0,0,90A5796D3F6795C3F1C0DFEC25ECB7C04B10118F71A1AA9B7DEDB8C9EBD41F2B,90A5796D3F6795C3F1C0DFEC25ECB7C04B10118F71A1AA9B7DEDB8C9EBD41F2B
680,순,U+C21C,V319 atlas identity; V320 assignment,130/218/308,130/240/336,23,1,B2B2A5E91E7E79DC9BB4EBFD36A9EE64F940EBE315552B7EEAE39D9519E38DCC,BAD028CF2E469F9FA4B36B7B0E87B3F1BE0DCE0B6C63229EEF79C5B2E1C99691
681,늪,U+B2AA,V319 atlas identity; V320 assignment,103/223/302,123/245/358,64,1,5208F095D0562107B43FBBD924FCAB8F9258B2C74F4C4F7A45BC424B5B7951F6,F799FBA47AA4368BBB3D05785C4ED34BECC2858FBD1503F9CD89A85EDB0E2FAD
682,즉,U+C989,V319 atlas identity; V320 assignment,113/223/277,133/245/333,42,1,3CE44D384B8CC1E3586F883B7CDD209863D699B2CD1F71A1507614379DEBF98A,AD2D89D7D8BE33EE0E1F88CA906181D5E88B76AEAC97FECFE1238B841574C72D
683,교,U+AD50,V319 atlas identity; V320 assignment,21/195/-1,21/173/-1,0,0,742F0A2D0616558C24BF0C15508869D4A7FA47C965B4CB16AA475F3D94A27163,742F0A2D0616558C24BF0C15508869D4A7FA47C965B4CB16AA475F3D94A27163
684,폐,U+D3D0,V319 atlas identity,18/168/-1,18/190/-1,0,0,7EE4C3A12947FE0273D4639F769778C73A6B9D42C357D43ECC3216931555D63A,7EE4C3A12947FE0273D4639F769778C73A6B9D42C357D43ECC3216931555D63A
685,눌,U+B20C,V319 atlas identity,123/218/312,123/240/340,23,1,626630458A155B4D55CE5FE577F118B9D6E9C419D792CC283517BABC5BB0E554,7C6286D5F68A4BFEC40CEF4BD1F01E23078071759E43528406617CD5618D3EB9
686,듭,U+B4ED,V319 atlas identity,104/223/293,124/245/349,60,1,86D390000B588D9B57EE521F2A3787941172BC52A0EA9C946457888E3E6325BD,1D67B850F3458DA5B5689AB12DE9305E0C402A935EFC10429B324722BD61542C
687,셋,U+C14B,V319 atlas identity,90/210/267,110/232/323,16,1,66E4266E3F6FA6D56F738F655A3D243A54471572357C1A9419F430C021669299,2BFD0A5913D288EF970FAE101C85D16810C619038AE6DA1D201CA3C692B538C4
688,켈,U+CF08,V319 atlas identity; V320 assignment,96/232/256,116/210/312,25,1,E19B103B43E31514041CCAF9E2FAE9B5629E7BF13F51851E7CDA5FD05C6CF12D,B1815045A0A78F7E9A1495B9BEE17380F5E9F419A218CB58C4108993D483B49C
689,패,U+D328,V319 atlas identity; V320 assignment,18/162/-1,18/184/-1,0,0,9C5D72D56C315B9F80BB6E2D8D45D49B00CA58537C63AD0FF05DD00653C2A42C,9C5D72D56C315B9F80BB6E2D8D45D49B00CA58537C63AD0FF05DD00653C2A42C
690,맵,U+B9F5,V319 atlas identity; V320 assignment,87/206/265,107/228/321,32,1,A56F04589FC7C8FADA0503B7E3A85ECEC303F5C5559CD291B61BE43479E76806,8856834F5D8537BCE8D0FE8E5EF723D72531400693D691CBD0FB2C8DDD3307AF
691,줬,U+C92C,V319 atlas identity; V320 assignment,153/219/352,153/241/296,36,1,B238C6602D514F5A73EDE4EC8984794F9055E041C55FCA5649D2E724E7684B31,8E83707A35D4E80E1B2DE8800F2CEA119F89CF3D9304F4176703B46F13CEF025
692,엽,U+C5FD,V319 atlas identity; V320 assignment,92/211/265,112/233/293,22,1,6B7F8CB5481F4262F6DDD5C208D377A30436D0E23B43C2DF0E44D80F5789C2A6,DE6E269A263A9208846382A9E3CC506530D61E66BB0BE3FD1076EDBCD934133E
693,흩,U+D769,V319 atlas identity,119/223/301,139/245/357,62,1,A9832536D40064BF9A53FE2927DB99E4A47705F13BC9B56398E1453CEB3B767E,77E4E704BA35C2B3EC299AF09C81F1428C1E2B05CABB66B0073595A8B4715E27
694,긋,U+AE0B,V319 atlas identity; V320 assignment,101/245/295,121/223/351,55,1,5474020121F94F441789EBCE4B73118A9B0349BB39F53C3694377E726C9CD22D,F8F6A2FE3A42E8700C299B2CE81CB4F45EF4D4A35A6A3C0002A8D71F6FC2E1BA
695,탐,U+D0D0,V319 atlas identity; V320 assignment,97/205/264,117/227/264,15,1,70FBDB9C39343109DAF1C0FF2B91514FB0EEB59E0D0F34380A3CD17494A834CC,FD8C674257D319DB62FF20B529D024300CEC9B0E5B6768A25C3C03B41D5C752D
696,짊,U+C9CA,V319 atlas identity,93/225/258,113/247/286,18,1,DF76BC121C813B94AAE8C2E743E6A3E52B7A1B6A61A7155AC187B6DA733A78A1,A29E4853238C2B131DEEA86CA6F9BA8EF7CFDC07F0A8E4DDEF80D3B037512840
697,꺄,U+AE84,V319 atlas identity; V320 assignment,2/163/-1,2/185/-1,0,0,AED23AFD1E7597D45EA7A2F08CDAF106AD4CCAC5B2FCF46F861F4C1DA5A9C8F3,AED23AFD1E7597D45EA7A2F08CDAF106AD4CCAC5B2FCF46F861F4C1DA5A9C8F3
698,둬,U+B46C,V319 atlas identity; V320 assignment,64/175/-1,84/197/-1,0,0,2124FF6AFE8B387DCB9C0D3A598048116DE0FC017CB072FB71B94A099EE102E2,2124FF6AFE8B387DCB9C0D3A598048116DE0FC017CB072FB71B94A099EE102E2
699,뿔,U+BFD4,V319 atlas identity; V320 assignment,129/218/312,129/240/340,23,1,C98DAB94F3AE618859507D76F082E9C26D1014FE133E1D6A56DE2E49B15CF2FB,619B49BC3A5D09968B8C17D554852DBE0DC63948591412F81975FE0F8B1CB5AB
700,랜,U+B79C,V319 atlas identity; V320 assignment,86/206/252,106/228/308,26,1,727493465B1AA88966FC9CFD2D790E79B2AD4A657EC9E63D073D0FFB0B6836B3,BE7C0E98A355A2DBC5A35B508F04C62BF4B55A75D0E48EF49B13A8EEE709C377
701,탱,U+D0F1,V319 atlas identity; V320 assignment,97/206/269,117/228/325,31,1,63DA744FC694E5A67CD2E65958C88E405A8D5A1204137D3C38CA1DD9C8DD3EBD,EF36F5175DE6D7554F9EEF50CBF9CAFB9F1F1A2564952554ADCEB0D0C50CC857
702,옮,U+C62E,V319 atlas identity; V320 assignment,112/213/286,132/235/342,65,1,F7667F4C801FBCF455650CBD18A484328D6E46B655312FA1E223F6BBE504D167,976F24E1EA10F5F5C003683F669D362FED7F66F2D492182E889953A7E019A191
703,월,U+C6D4,V319 atlas identity; V320 assignment,152/219/340,152/241/284,18,1,DCA31333DC72B9A8DDC3B53982C41DD700310FBB8E32B1C41DC94B24BFE2FE37,0E574BE4EF24A535AFC44F2DD73EAB4D56E2917CC849CADDDD7EBC5371102335
704,깁,U+AE41,V319 atlas identity,81/247/265,101/225/293,18,1,7EB0A61DC1FD3D8C5BCECD2D95A3E015BDC18C2D780AEEFC049F15BFAD799546,10267082685005C77CEB7E4A4BBC9E798E0BF67688BF3E37A10402D89E3C3EF1
705,덤,U+B364,V319 atlas identity; V320 assignment,84/209/264,104/231/292,13,1,190A39188E911A67EDA0D841F7AA1FD3B0BC8944040F312D53532E41C0826E11,288E848C1A1DDCD6AE9CAD57A971C7A83562F1169194E775AFA911960CD80B52
706,냈,U+B0C8,V319 atlas identity; V320 assignment,83/206/268,103/228/324,13,1,4480F8EF032D198A8908401DBB0A4F5EDC1482855F721483E1680025810B76DB,D4C3331B5270082CF42A9F7DA430C60902B485DCB9C2D0CD73192F17EF2AD36C
707,씬,U+C52C,V319 atlas identity,91/225/252,111/247/280,36,1,EB0E17EBB5C1302D0D25103BB866BD4C1486CDE4410AEFF0BCA70895CEE96BEC,E18AE79D2152B6076C8EF7E9BCDC4338B81BFB9A4B9DFF3D73B078ECAEB5B6CB
708,흘,U+D758,V319 atlas identity; V320 assignment,119/223/284,139/245/340,60,1,069E3E1B9AC55E5BBB1CCAED93971316A25BEDDE05E29E8B64FB18F2EAEB70AC,214F59B42AFA89E0E27507BB8203EABEE9DBF9061EDFA55E7CF9FEF34EFC6632
709,존,U+C874,V319 atlas identity; V320 assignment,113/213/280,133/235/336,45,1,3E8EC846F78FDCCBECDD22632B85CE5D9BE423CA0F571105A4E11F866AB75B9C,0C6330215F0FE5AE32BBB70BA28BC4F51DDF97A3F1C3C75FD926532F4C89D5B1
710,붕,U+BD95,V319 atlas identity; V320 assignment,128/218/325,128/240/353,37,1,5EEED084F1BB54D0AB323F85F6E3C83EFFED1323F6FF6CF70C1DDF80AEBAD259,48F251122F9FEC958025CBA9B11BD4A4F8EBC609A0B8E3C15E8FEA1DBAC6EB4A
711,휩,U+D729,V319 atlas identity; V320 assignment,159/221/349,159/243/293,25,1,F4523E6BF2886579029062921BAF15D1FE9A54568BC93EF292167670CD1D1050,D60F6CE5109C715804F53E4B56ADF2F64EA6581665277AB26A55332F11FEA0CC
712,덮,U+B36E,V319 atlas identity; V320 assignment,84/209/274,104/231/302,13,1,3D3279BA2C64952E57899D8FFAB0D4AF3206B9CB2F8EBF089ABDD564336369E1,4C8F7DD008646B4F453C3104C48A8DC7694B756A9FAB34553A6BF53F41C85670
713,규,U+ADDC,V319 atlas identity,41/200/-1,41/178/-1,0,0,F790E74BC16BC2A947F7B89A8A1B3FA861F4DC5AA96D33B20FF160D0C3EEB7C2,F790E74BC16BC2A947F7B89A8A1B3FA861F4DC5AA96D33B20FF160D0C3EEB7C2
714,뛸,U+B6F8,V319 atlas identity; V320 assignment,145/221/340,145/243/284,18,1,58E126D06509950F7F38A165E43525C29F8D9F2F033301477FBA5BE2E54A5ADA,D8DF1D5DD211E89C0426C96592B83141CB3E730C6EC95C29096C59E09CE7DCFF
715,썼,U+C37C,V319 atlas identity,91/209/268,111/231/296,35,1,D460807B0FA1B00C18EF3396DBE700B03621588544C42E3617157D82E31E37D0,44BD17A5C537539B479EA8494EDCE4EB8E1546E17367EA247F685E30BAAF7E7D
716,즐,U+C990,V319 atlas identity,113/223/284,133/245/340,48,1,6CA1EFF79B7C2C14B9F01172CAD0C9FCC4AD18F44C41A2A802B7714345FE3FF0,0106B39A2408B739AD110010A28B3E6B9A6F9F6CC336B8534E14F085A3417543
717,떡,U+B5A1,V319 atlas identity,85/209/249,105/231/277,19,1,0E57A2D2DD4A27CF77AD578E17F7931C0E9FA79B784FF808084EC6CCD2DD8096,0F325D3024783F6CBFD6A91D250B957F9F3ADC1C7153FB816621944F0B762C28
