logical_physical,runtime_physical,char,unicode,sources,hanme_ink,thin_ink,hanme_sha256,thin_sha256,changed
629,629,곤,U+ACE4,V319 atlas; V320 assignment; identity,54,42,0B72E0B94C63EE19565384BF04BA30D56488249AD34578CFF45202D269A9D6D3,603D2F31D934941B1B35A0AAA95AF7C80CA98CF55705E39885F01A2A2CAE10E1,1
630,630,쯤,U+CBE4,V319 atlas; V320 assignment; identity,74,56,5B014865E2769167C3B33657CBC2789C8DC342DC89AB139640D5D8E99D632E3B,10524A5ACCC9CA9797FCE03EB2215279950E58FF3E87D8C2AF8F74419B408802,1
631,631,쩌,U+CA4C,V319 atlas; V320 assignment; identity,61,38,21A6893E6429327B4699B3FEBCFFBB41A4407F2316A1928846279F6F2BF7B720,EC47A64BB4D369020B042A1BFA4EB32077FC4BA71D29E5083E357D17CA470CCD,1
632,632,업,U+C5C5,V319 atlas; V320 assignment; identity,71,46,DB0795A948C1A210F78C87C106A514D6FCC258271E49173995A0ECA8BE70AF33,EA76B1B5B289B77F7179DAC0ACCB527773AF009BD5CF0370030C84C2E3D4F98E,1
633,633,박,U+BC15,V319 atlas; V320 assignment; identity,61,44,C21DCA5AC511404702D3F5E24CF883BDED76FE5452FE943D9303D1C90B233A3F,B9D7ED7569B669C5A23101BAA4FF5C3C1F31359BD5FB3CD147AF8469799928EE,1
634,634,답,U+B2F5,V319 atlas; V320 assignment; identity,65,47,5D3D0EDA828ED7C73054FEE8362855290312EADBEE5B70734BCB622DA39C4435,7C5B82CB2CF750A713D6E0D6C9AF70C9E55E99D45DC960646DFE0CCDB262652B,1
635,635,꼬,U+AF2C,V319 atlas; identity,43,32,E01480A8C08997390BAA619CA14434C03E9A2042D80ECE56EF5B58063CCCCC81,9B91EC942BBD106694177E3ACCE017A0D917F76391870CB78C6D81A4342C961D,1
636,636,잃,U+C783,V319 atlas; identity,78,53,1C378172526F63E18357076CED47B631C201BEE707A32D6FA52FD1A76FC9C306,E9164F3F0F86B3797E0284876901633AD7E9FD457D75B1AEFA65DC9BF5AAB2A9,1
637,637,솟,U+C19F,V319 atlas; identity,56,34,54E3902A52F8AE2A7C7596D6CFCF59022D8D9AD1B96E7C7721B358A3CE50D22E,0D4A6137690840AADA3FFF049DE23F6AB4C0A6003492797760C868C5CE42D9FA,1
638,638,철,U+CCA0,V319 atlas; V320 assignment; identity,70,49,F77346200D716FA5DABFC3A391C2E003BBFB862140D4BD3A1A00F0F77A4DE046,C71E8405899ECEB3FDC46DCD4183709DED5C320EA851543BA7BE4AD04BABFF66,1
639,639,딸,U+B538,V319 atlas; V320 assignment; identity,75,53,5DA00732795DE3DC0F3ADD25C7041364571518C4D5C7A5372C318075482889FF,E86F209B8E4B429716E26AD7D45F02818B0A9205F7587271DA46F1C8F83B69B9,1
640,640,율,U+C728,V319 atlas; identity,78,59,344629D9E3DC96619B483786F6630F20D72476E4445E5D20AA7AC1CF0B412E1F,FDA8208D4AE09B821F3ABB28CA5641F891782B705142842056BABB19D4D1890A,1
641,641,뛰,U+B6F0,V319 atlas; identity,76,50,80BC8DCDF600E85A7D156AE8A249C36F98066EA657BA2C10498CAAE3108F17FD,417F994DEF833080D6ABBEAABF8309C3039BD0685E975AC7012FD03F0D775551,1
642,642,쁘,U+C058,V319 atlas; V320 assignment; identity,45,35,7786D82AE9E67D1BF491B97CE4F7029614E81FD3CF41E412C2F29EE3BEB6101E,8C7EAEFB643780F91A428DC1DEFBEA0E63E2B637D335C0984B2E993C5009A5CE,1
643,643,득,U+B4DD,V319 atlas; identity,54,43,11F70F637D2CC6D1B630CDB03EB8E9D82F39D27987EEB05CD634EA69D5364857,C96193A5763104F17D99FDBBFC11050C2DE6C2FBAF98B66737C3FCC15B7785D0,1
644,644,밤,U+BC24,V319 atlas; V320 assignment; identity,74,52,B91B45849083AE7B6F502C087596F30804DB634A68B3893BD31B19DC299D8C64,4249415824DD5D329D4AE019D4854D9467C304A0C898200BA838A29ADC120648,1
645,645,뀌,U+B00C,V319 atlas; V320 assignment; identity,70,45,EA8AA7A20B96E966C1400BAC775C6D6E08D2C545B53A6299FE4F86625B1872AA,F865AB7F36EF98EF697DD9844614CE3945E7497EEA2EC97AF093A39BEA7C5092,1
646,646,춰,U+CDB0,V319 atlas; V320 assignment; identity,74,48,0463B1AD56988214BF17503E3D7F452474A6E33DCE1EAE364546EA264913D0D3,AE2261718F847B68565E2FDFD53EB4D1A1372C5D05B36539F4629B9981199327,1
647,647,옆,U+C606,V319 atlas; V320 assignment; identity,74,51,DDE0E2C1C13CCB5D4206FD9789B6CEAFA4B1CC13C4F12FA8AAF5335CA442C543,A8F13734BCE1361793FD34DF687F9683FDFA09C3CA0CBC22675F9C89EFF60661,1
648,648,쉽,U+C27D,V319 atlas; identity,73,48,C19DA67A121401AA01D82A98531296523B4636C96586E9D5DB9C410F881F1BE3,C21063F81DBC99981A15AC3913B6F20CF5D8C429BD82C9C29A100165796041C6,1
649,649,콜,U+CF5C,V319 atlas; V320 assignment; identity,80,65,3BF97EA30FCB1D7478BF5456DA1635DFEA801C427902A6BE3E9E1DF076B6FDB5,D61D2C94DF63560ABB1F11CE82FA14DEF1D58079CB9D5EC51D77DE6D79A6056E,1
650,650,녔,U+B154,V319 atlas; V320 assignment; identity,66,41,EE00314AEEE566B9DB9AD342552406F1028FD11EACC4D440D138DC3401A4DB43,C40FEC6A3AD566B1373E73445F9464B2000FA7C0AE2BFC7E910B9042DA78E7B3,1
651,651,쓴,U+C4F4,V319 atlas; V320 assignment; identity,56,37,F3A41F57D81729A92334EAE49F8C89891B70CFDDF74CBAA6E411B243A3E5BC31,224B8480C381E7590D1E93A1CA15206F946945A30018A0997BEADE5A4A1A5D5C,1
652,652,즘,U+C998,V319 atlas; V320 assignment; identity,70,51,9487531BDBC1BED5CCB17E6B6876917EFC10347A52C1539C08118308D600391B,165A7E9B9DC9C801A0CE900E9EE1B529B8440C87997914C32120B8B21F359CDA,1
653,653,셔,U+C154,V319 atlas; V320 assignment; identity,50,29,FCB5636B16F1C85244F9B7FEE170656ECFF80F0F57DD60A77D3F7E9115029E67,BB4E334265D8EDD1DD823369BE6D8E59C9892766626FAD2ECB57FAFB324CE80A,1
654,654,청,U+CCAD,V319 atlas; V320 assignment; identity,65,43,384AC695F09D8C1312E62D9BD99D3D9EF54F842EA4A6150A4315F291A145AA2B,672027354C037C202E80C205BB616F01F31A2F084F5F478EFB378000F0AA3A69,1
655,655,떨,U+B5A8,V319 atlas; V320 assignment; identity,76,53,7C5DBABE681CA98EDED3C0E3117D29FB5C8C9AB79310C0672B024AC6CD8D60D8,20A1BBDEA77AB9CCE78075691F89FA1356B85F9A237FD1D7008848F04D678AA5,1
656,656,힌,U+D78C,V319 atlas; V320 assignment; identity,62,40,9D906EA515B8FCE084743B5CB96E1DD85A90D38B3A3299CB523C88F3E3C4E8A2,A803B4B4152214C8554B7A36311562767AAFBAF02053143D195D88AAF8BF5B0E,1
657,657,킨,U+D0A8,V319 atlas; V320 assignment; identity,54,35,F7C7F5F2145C2578E36CD6C5944C14E2CDD1E67CC77C41CE1DFD4FEE6BC12193,0EC8451A1E6B48ADDA34A035E0053EBD1F8320A5F1EAE94450EC42D215D6C625,1
658,658,담,U+B2F4,V319 atlas; V320 assignment; identity,65,47,DD8A07164E489331AD49EE98973CE1E6C28A59346383A0FF0286C22A7087B0F8,8B6AB6BE8E5391834BA0BD88C7D3498585809084D1692FE28CCE6F5F91F80C07,1
659,659,짜,U+C9DC,V319 atlas; V320 assignment; identity,60,38,226A394AF32D298641795BE23E01D3FA812C7EAACDB7E82655092221159F96FB,1BA1C39ACBAFE616DD2A7849ED2D68B0C68474DF6F0DF3C252272865FCBDD215,1
660,660,취,U+CDE8,V319 atlas; V320 assignment; identity,71,45,13F02F4763CB59F4E1474A70EABEE65B070E0C49E088DF9A2DBB4C583FCECAD5,7D346B5EDA1F4AD67E1BD0F9403BD6ED95355EBF7FCEBA0C911424E7F01E1C1E,1
661,661,쉬,U+C26C,V319 atlas; identity,65,39,00C510DB9CB15F63B271B330DE0EC0A1E47DDF1FD041769F6205EFD36FEA3C01,DA23CFBEB0C6887090CD772615444FF7B351BDC03414DD6548BF4CF28B6034D0,1
662,662,액,U+C561,V319 atlas; V320 assignment; identity,72,46,89E7D1AC8A1D6FA78F3CD0F7C453EA90F0BD7CE68E10CDD709F342E872F4887C,CFA924DCC20D2DF785392640DBBBDE5CD6A81B75BC25DD93174257D943B549BD,1
663,663,슷,U+C2B7,V319 atlas; V320 assignment; identity,49,29,04A8B9D00C32AC14D248E50594015C78AD9A9BFDD98B7DC6ACD8990DBD378A12,7E6CFE242421E67DDC67948E863364F5BFEB9619CA6BB9DEB606D071C250FD25,1
664,664,급,U+AE09,V319 atlas; V320 assignment; identity,61,47,3713B96B19182051CC6D89288E7FB99E9F3160A869337D383DB2D97BF45F061D,26B32B87E9A7FD4ADA4239513CD1D6C166CC50DC63756CF6B8AB269D34646801,1
665,665,닐,U+B2D0,V319 atlas; identity,60,43,314CD0E98A5D66B5A5533B2F11B6777BD9C50ABC3782D1D4436FAAFD162C229C,113081299CF7BAA85464340FAAD06C1CE05FE5360EADC11CE2E3190BA9DFD286,1
666,666,익,U+C775,V319 atlas; V320 assignment; identity,55,35,C6A53C03946CE224B894475B356E0CFDF6D0B3710FF403864F1CFBADA913A3CB,1593926B590F7644E23B4B6CB65F26ECB00A9F8C693787C09E9263FA67B8D334,1
667,667,껐,U+AED0,V319 atlas; identity,74,43,F6A34A9937F9011C3A950F5E7BD7D9685939B6364E4B8DF7F90E722A43B21672,D1DC22D0559D78DAC3B15860E81A0292AB1C35BAF9A2F1C527E6A2C668AB9902,1
668,668,쇠,U+C1E0,V319 atlas; V320 assignment; identity,56,34,EFF6C47A4691755D01E150AF5BE525E2EA4FEB038C2E0D5F342E9E82B7F236EB,D5CA73717FAA93E9B394B9D867376B9F0AD269EE974A5F6D327AA18417B8A4A4,1
669,669,끊,U+B04A,V319 atlas; identity,68,49,A518E187C49089745A933F8E97F50E3E2D673D65430FF354301A4145D6229A2E,2987685797D8A966A08C4A622EF43F4E59FC97EA6B16C5475047BB56C60AFDAD,1
670,670,멋,U+BA4B,V319 atlas; V320 assignment; identity,63,41,9176C3094DFFD2BBDB7167312A0A51EF175BA1D12FD0E3D2B0985198B5256688,E508995751533ABED3EE410819114F89CE97C8AF827CB4656C43CFB8B69BF100,1
671,671,럽,U+B7FD,V319 atlas; V320 assignment; identity,70,52,079DA9DBDB8726092366B88AD5D314813B41A93E417290874673E812F2CC9E88,11AA83A15B0AC2A5206CABD1A17AB654C1D0F89CB1A2248770895F08092B71CD,1
672,672,껴,U+AEF4,V319 atlas; V320 assignment; identity,59,37,617D6366F6CDB8B0A7A8EA9E39B3CFBD8A28D7724E05B5EA16A4C3735A10F8CA,0421728BFC7567FC7256E4DD27DBC1EF7824E60B95D9BF84F373E228988F3B2F,1
673,673,봤,U+BD24,V319 atlas; V320 assignment; identity,84,53,99395B341F9440A6A87CBF6822016BE8FDDC50E53265D9AE2A133463A3C3BE57,CA744A9C01C873A61037229C6F6D7C4C104074B408D66BE6AD4377536DD4C2ED,1
674,674,권,U+AD8C,V319 atlas; V320 assignment; identity,61,41,A532DB50BC9B0EA0B881E76BFFEF5FCE23889872032B1A4988E8304068291A48,B0E2AE1C3BC83D36BB5EE22B401EC97E4F450564A359F2675183800417284FDE,1
675,675,뛴,U+B6F4,V319 atlas; identity,72,52,93E28EB562CCAAD7571DDC4B54CA3E8D730A62D40F766436C3333D0989663F3D,2B12D5398A49A5B34BA78849F9348D330BFE7BF14894514F7ED1DBF2B5C3B697,1
676,676,맙,U+B9D9,V319 atlas; V320 assignment; identity,74,52,AE357D75587DC395DC4A675FE4F6AC5139842899DB1FCEEE1F3C74D4994011C9,678832DC79D90AB407E32B791837B74343962DBC054C7D30F0E8BCFF3655EF4A,1
677,677,훨,U+D6E8,V319 atlas; identity,83,60,FFD66E1FC570B67066855765D5D22912ECF7DDBB5B8623F0EDBD6D8511F9C448,D6095AC2401DE0A7D086CD0E06C3292D5A46C579AC5342959273CADD03FCBF21,1
678,678,샘,U+C0D8,V319 atlas; V320 assignment; identity,78,51,A88505C1794A121ECB286628174D0A22EE01CE7ADF0781D1B74C5D3326673AE5,36FF66884E9DF2F5116AD65B048EEB22F4F23BDE7D6195B2FAA3102078BC8A94,1
679,679,츠,U+CE20,V319 atlas; V320 assignment; identity,37,30,90A5796D3F6795C3F1C0DFEC25ECB7C04B10118F71A1AA9B7DEDB8C9EBD41F2B,9F4368CB1EE72E2DED8ED99EE3875A90E0777D08D77C63BB0A8924AA04C741F6,1
680,680,순,U+C21C,V319 atlas; V320 assignment; identity,53,37,BAD028CF2E469F9FA4B36B7B0E87B3F1BE0DCE0B6C63229EEF79C5B2E1C99691,53341A34B03B26F8305AAE83AF9CA4DDECAE034C1E895ED7BD3A1B779A709F47,1
681,681,늪,U+B2AA,V319 atlas; V320 assignment; identity,62,47,F799FBA47AA4368BBB3D05785C4ED34BECC2858FBD1503F9CD89A85EDB0E2FAD,67C2E142C43ADADE9E0C2A1DC72B98E505C31A6D084D4543D95F94EDE7FEF188,1
682,682,즉,U+C989,V319 atlas; V320 assignment; identity,56,41,AD2D89D7D8BE33EE0E1F88CA906181D5E88B76AEAC97FECFE1238B841574C72D,FB91CD57FCCE0FA67298683B5D6C213176CA302EDF83053CBD38D9BF5121E99D,1
683,683,교,U+AD50,V319 atlas; V320 assignment; identity,42,32,742F0A2D0616558C24BF0C15508869D4A7FA47C965B4CB16AA475F3D94A27163,7E9EB63F5A0A4055C9E538A5AE3DADF92B641466484CE1CA1B12208DC36F692B,1
684,684,폐,U+D3D0,V319 atlas; identity,82,55,7EE4C3A12947FE0273D4639F769778C73A6B9D42C357D43ECC3216931555D63A,61A38520A23C35550614E8F847FF73F9E52DE07BED4380D2A63E88814B6E239B,1
685,685,눌,U+B20C,V319 atlas; identity,67,54,7C6286D5F68A4BFEC40CEF4BD1F01E23078071759E43528406617CD5618D3EB9,D3D8D8AB3FC4C870724B6579A3E1A3779F014BC02DF60609F9E18F1A16677049,1
686,686,듭,U+B4ED,V319 atlas; identity,68,53,1D67B850F3458DA5B5689AB12DE9305E0C402A935EFC10429B324722BD61542C,2783F2668F1D474CC9604460FDD5BE252200BE9CC194327F84D3E8EFB3EBD414,1
687,687,셋,U+C14B,V319 atlas; identity,68,39,2BFD0A5913D288EF970FAE101C85D16810C619038AE6DA1D201CA3C692B538C4,2A5822A0D649C15277CC1EDCB2B866C6FE39499226E736D57195FC4BAF6F825F,1
688,688,켈,U+CF08,V319 atlas; V320 assignment; identity,86,61,B1815045A0A78F7E9A1495B9BEE17380F5E9F419A218CB58C4108993D483B49C,90DE6856CECBEB183E2C46627856C7A5E19670801D840BDDEE755E3B877E28DE,1
689,689,패,U+D328,V319 atlas; V320 assignment; identity,81,51,9C5D72D56C315B9F80BB6E2D8D45D49B00CA58537C63AD0FF05DD00653C2A42C,0E85D4142E04EF33FD10EC7FE0EE0A60AEF61DD28538667B8CD42468D234AE61,1
690,690,맵,U+B9F5,V319 atlas; V320 assignment; identity,88,62,8856834F5D8537BCE8D0FE8E5EF723D72531400693D691CBD0FB2C8DDD3307AF,E797BD076E4FA989EC319224A1EA7F1283DF515D438106E451FC82DE7DB90DB2,1
691,691,줬,U+C92C,V319 atlas; V320 assignment; identity,79,48,8E83707A35D4E80E1B2DE8800F2CEA119F89CF3D9304F4176703B46F13CEF025,6F3D82E85A3FABF8A4745AFBE89C40ECBE3E019E7245BA1827F93E3EADD00EFF,1
692,692,엽,U+C5FD,V319 atlas; V320 assignment; identity,74,49,DE6E269A263A9208846382A9E3CC506530D61E66BB0BE3FD1076EDBCD934133E,499E1D51ECF81E0D5D5CC08D367945EC30E10154DE08619EF51D063924DBDF6B,1
693,693,흩,U+D769,V319 atlas; identity,76,61,77E4E704BA35C2B3EC299AF09C81F1428C1E2B05CABB66B0073595A8B4715E27,B7A78084E5FA7E9574FFE51FBCFF10FFF88D0E21A2529828A2F7F254F0032D2D,1
694,694,긋,U+AE0B,V319 atlas; V320 assignment; identity,48,33,F8F6A2FE3A42E8700C299B2CE81CB4F45EF4D4A35A6A3C0002A8D71F6FC2E1BA,98A3C886F73D41F46CAFBE1F9055C3C82D7FCCF5871BDCFB22ADFF76AB02A68F,1
695,695,탐,U+D0D0,V319 atlas; V320 assignment; identity,68,51,FD8C674257D319DB62FF20B529D024300CEC9B0E5B6768A25C3C03B41D5C752D,8862EB121250A33606AE68E2A2836577F9B5E7C2BB4EF2DBBD58CB1AEF498D48,1
696,696,짊,U+C9CA,V319 atlas; identity,80,51,A29E4853238C2B131DEEA86CA6F9BA8EF7CFDC07F0A8E4DDEF80D3B037512840,EF1466F61106C58A6E4A42E49B67D330DD9853DB1557E1D18308C79D87B060BA,1
697,697,꺄,U+AE84,V319 atlas; V320 assignment; identity,58,37,AED23AFD1E7597D45EA7A2F08CDAF106AD4CCAC5B2FCF46F861F4C1DA5A9C8F3,91581798A5085BF70E58F120C583A8F76CBB8FA58389CECC936E85C69CB569C4,1
698,698,둬,U+B46C,V319 atlas; V320 assignment; identity,72,49,2124FF6AFE8B387DCB9C0D3A598048116DE0FC017CB072FB71B94A099EE102E2,CAAA5F449F11599FCD050BD8140E1E819DB68A1250428D4DB23342C86A44A3EC,1
699,699,뿔,U+BFD4,V319 atlas; V320 assignment; identity,82,65,619B49BC3A5D09968B8C17D554852DBE0DC63948591412F81975FE0F8B1CB5AB,BEE071DFBEBF59446937EE0548B4ABBC4CA280E542ADECB0456B67E62030D0E5,1
700,700,랜,U+B79C,V319 atlas; V320 assignment; identity,72,52,BE7C0E98A355A2DBC5A35B508F04C62BF4B55A75D0E48EF49B13A8EEE709C377,C754C29ECD76FF9F0057D0E1BC1270A29E63F220BA9362AF6AB069939368D18E,1
701,701,탱,U+D0F1,V319 atlas; V320 assignment; identity,76,55,EF36F5175DE6D7554F9EEF50CBF9CAFB9F1F1A2564952554ADCEB0D0C50CC857,9DDBA7C60D65DAE05ACBF145C257144E10F2F02A4CC9A641942289D355CE6132,1
702,702,옮,U+C62E,V319 atlas; V320 assignment; identity,81,60,976F24E1EA10F5F5C003683F669D362FED7F66F2D492182E889953A7E019A191,0B73AFE1CEC00EE308BB03F8E58AC31536560DBB5B47BB441EC1832AD1D9EDD7,1
703,703,월,U+C6D4,V319 atlas; V320 assignment; identity,77,54,0E574BE4EF24A535AFC44F2DD73EAB4D56E2917CC849CADDDD7EBC5371102335,A468FED7E12B6A526384E471A37266F740C773782A062DABC35FF8C6112B1A3F,1
704,704,깁,U+AE41,V319 atlas; identity,62,40,10267082685005C77CEB7E4A4BBC9E798E0BF67688BF3E37A10402D89E3C3EF1,A336E6EE879ED386DFEA1920DAD862F3E52F954DE18EF5919C1A88AABB335757,1
705,705,덤,U+B364,V319 atlas; V320 assignment; identity,66,47,288E848C1A1DDCD6AE9CAD57A971C7A83562F1169194E775AFA911960CD80B52,26304451669CB48A4869F36DC12B2E8447B8A949B2EB541E17CFF01F5CEACB2E,1
706,706,냈,U+B0C8,V319 atlas; V320 assignment; identity,76,48,D4C3331B5270082CF42A9F7DA430C60902B485DCB9C2D0CD73192F17EF2AD36C,06669785A8330D5404A9600F00FDBED36CC7E27E1063FACA51EBB8857C3E8FAB,1
707,707,씬,U+C52C,V319 atlas; identity,59,35,E18AE79D2152B6076C8EF7E9BCDC4338B81BFB9A4B9DFF3D73B078ECAEB5B6CB,B0EF6E120692B11C06976F174BD2C5D7AFD959C35FDF7C58E54C7EE81C70AE7B,1
708,708,흘,U+D758,V319 atlas; V320 assignment; identity,78,63,214F59B42AFA89E0E27507BB8203EABEE9DBF9061EDFA55E7CF9FEF34EFC6632,6305592B7756F0E5C7549D026D6006364E33B9469CAC51A4B3FDA1E71337E0FE,1
709,709,존,U+C874,V319 atlas; V320 assignment; identity,63,46,0C6330215F0FE5AE32BBB70BA28BC4F51DDF97A3F1C3C75FD926532F4C89D5B1,3099404054DD5FD35B854AB2CA01E4BC04D771F9A95C939D9100EC301AC21C27,1
710,710,붕,U+BD95,V319 atlas; V320 assignment; identity,69,52,48F251122F9FEC958025CBA9B11BD4A4F8EBC609A0B8E3C15E8FEA1DBAC6EB4A,7AA20ACD69AB39AB2D99D901CC508BED2F5B215B636F07EB1CB837E8BF34D94E,1
711,711,휩,U+D729,V319 atlas; V320 assignment; identity,83,58,D60F6CE5109C715804F53E4B56ADF2F64EA6581665277AB26A55332F11FEA0CC,0F14DF89E7006D9B1771595CC03ABEC966DE00859FC70A97D17552A4AD730883,1
712,712,덮,U+B36E,V319 atlas; V320 assignment; identity,66,49,4C8F7DD008646B4F453C3104C48A8DC7694B756A9FAB34553A6BF53F41C85670,A367D3699C5F79BAEA87C04B4A82485BEF648FF0E946B2F775C0EF315676881F,1
713,713,규,U+ADDC,V319 atlas; identity,52,38,F790E74BC16BC2A947F7B89A8A1B3FA861F4DC5AA96D33B20FF160D0C3EEB7C2,16073F499D583868E04840D68C58C67653C7C0D907C41700C2720AF78B2741CB,1
714,714,뛸,U+B6F8,V319 atlas; V320 assignment; identity,83,63,D8DF1D5DD211E89C0426C96592B83141CB3E730C6EC95C29096C59E09CE7DCFF,7C5854AB86D5F36922432521C2F1249467228ED8BFF66A7ECCF65C98F7575B75,1
715,715,썼,U+C37C,V319 atlas; identity,73,41,44BD17A5C537539B479EA8494EDCE4EB8E1546E17367EA247F685E30BAAF7E7D,74A3D8A0CC2370738E760A23682A75F08FB39EAC6D2D3EEE6F1688D5322AA406,1
716,716,즐,U+C990,V319 atlas; identity,72,56,0106B39A2408B739AD110010A28B3E6B9A6F9F6CC336B8534E14F085A3417543,1339216F39EEDEEC4FF54EE5C0CBC00217186D067243A00F26B291EFD8DADCC4,1
717,717,떡,U+B5A1,V319 atlas; identity,64,43,0F325D3024783F6CBFD6A91D250B957F9F3ADC1C7153FB816621944F0B762C28,CEAC3515F157FC0D0CAE10D7E751064623C31801200E459338719FFC17735860,1
718,718,몇,U+BA87,V319 atlas; V320 assignment; identity,72,49,4CC1B848F6FC9AA92A513BDDF120271CD1165F80300C28B00963413E1460073D,3F2FC2A02819E24C98358451CC9786A549A5EFD1966B2D17952EBF7622B3FBE6,1
719,719,등,U+B4F1,V319 atlas; V320 assignment; identity,61,48,C48B984C6DAE687E3D982342EAE97D29E31EAA3B2223658E014BD0A592D9320B,18CA97F4B695B787E583B4904227DCC1573966343AADD66A9B5294324D911EB9,1
720,720,념,U+B150,V319 atlas; V320 assignment; identity,67,47,5A05230413E46B6587D6F8711DDBC56784E90291E213098D4EC7AB96F5F5BB05,3470B08BE65C2B70E5E8F94E7B34E4C206632C7A43C30D207D1C3BC2D79A6EB9,1
721,721,끓,U+B053,V319 atlas; V320 assignment; identity,74,54,6E6B5694D5EF5B32F149634EF175F60089B8B53F6EA8845FC5B263DE0580F112,54B57CF41CEA9311BB24E4DDD80AC78AC82A614E38028F9E49267E39E5268040,1
722,722,얽,U+C5BD,V319 atlas; identity,72,49,9365EF26327FF9D8E9F611D2097C3A1C49ABA9F9892CC61F36ACD262D02B4E64,1774A46B1ACDC7DDBDE143AE3137BF7D36D8E5D07141A51C5ACFE45D937AB37F,1
723,723,앙,U+C559,V319 atlas; V320 assignment; identity,64,42,624A04248D59A26C7D03326A560AF335AD2BBCECB8D333CD49B952055EA07C99,94F6648DD9097E1F432DC83129ECD6BDF4CF417D24F46B7E9C3CFC39E1421A6C,1
169,742,큰,U+D070,V320 assignment; V336 displaced 168..170 backup,57,45,60631B8D89001FC15E0368133B5271251F9ED0901CAEE71701B5945AC056992C,5D6EDEEBFB5D265635E5B6E776BFCA45810602647A9F4D3B2D4284B99EC64A89,1
170,743,괄,U+AD04,V336 displaced 168..170 backup; post-V320 audited addition,72,55,3048C1A21406DDF36BB78FCDCED9912CCDBCB6EAC7F11E96BEEF8000B4B54F92,729D316D4E60B801365F636366F3EBA7F6B53CED560E07ECDD00121DC79846C2,1
748,748,갯,U+AC2F,V320 assignment; identity,66,40,B6A111027CD55CD0E58AC73DFD892D3669CBB51BF5704B5B5116BFF5B9C65133,0BC38A9E2FED64FDDFD6C2136AACE0F7895C1D0BDAA1E2EB989E1CDE14C1DE9B,1
749,749,겼,U+ACBC,V320 assignment; identity,67,40,360442270A9B1097D90624F59A4124A530F5372296C0D02A244F65C711C7EBE7,9F8845C7629EE2A6402438BA8803029353B913CF9AFDA14B8414851C7EE84DD6,1
750,750,골,U+ACE8,V320 assignment; identity,70,57,D4BC87CCC453932B0C74797D5F651F94090A0495F1FFDC9F30D85371E2827EE3,520E0BCF31E08ABE09CBDE0BA7382D918AD79AB8AF00012A1FDE80E13F193591,1
751,751,광,U+AD11,V320 assignment; identity,67,49,5AD770775414536D85C68D6D2131C5DBA61E8F2CB5280248C5EC9CE9A48FE58A,C6D64919A789A322A1A23C28E12BEF25206B7D83F8B4864146781E6CB7E14FA9,1
752,752,극,U+ADF9,V320 assignment; identity,47,37,294379C2259A1157FB6FEA73D57B6ABC3D9985D5ACF1898A0693C7942CC022D1,157DBC4AB00949BB2FA7DB62150CEA4BBE1A5A228D9F14AEA4217796B7D67B4A,1
753,753,껍,U+AECD,V320 assignment; identity,75,49,09090BB1F43810812FD29E39C33E528480F9A39F2128D9DDD901421ABF45F453,EE2DC8B8F3799774D0A4FD5FF93B1FC3039FE30422CBED731DB70660AFCD99E5,1
754,754,꼭,U+AF2D,V320 assignment; identity,59,44,E9DAC5D77CFB44B03D7A43EDD7F2956756C86707B10E32EAB7D0E87EBF4B7C7E,B3E8BCA653BB947F668B0313DFC424F023669ABDEA7774F89DCB199F3B32D7F3,1
756,756,꾀,U+AF80,V320 assignment; identity,61,40,23F0D4C5434E941530E1A951CC99DCBB3B393C3473AD82EC57ACB0F1C6865BE8,C8869E532FC2001E89FB54894899D6BC8BF79D1A5DF502A6AA367026B27E2D07,1
757,757,낫,U+B0AB,V320 assignment; identity,51,33,3CC4E8685BFF4B21EDD38090C11F3905CE447A18DF0C5996EC6ACAC184A3A2DB,87C85C459EEAC56EFE2A866B4B24A0001694B0A418CDF148970106DD2C07B2DB,1
758,758,냉,U+B0C9,V320 assignment; identity,71,48,D1DB62AA315CE886D4F6648895A4425CB6E94302ADD37E707F1E2D4D8EEE2A92,2502A4B189A1D038263AB949F7B4B3A4CD33E8D0C7B3650FF5E460D9475AC5FD,1
759,759,뇌,U+B1CC,V320 assignment; identity,56,37,A3FC63E1619A3E311772DA3F3E627D369850870B76444D03616AC312A0DA427A,38B2940A61F7B98413F6FC80E8537AFFC31D0FD768312D0C607BD25E93D99F47,1
760,760,닷,U+B2F7,V320 assignment; identity,53,36,A1C4F129092E1775DD966103FF5FA912CA0583A787346F0B37EAEB58398C757F,A25A45F90583EA6D91EBBE4C762A3F66EAEA137612CFA1482EF32EE63CF512A8,1
761,761,덴,U+B374,V320 assignment; identity,70,48,90474118DF14991D8767B99CD80603CE68E5307929BE68A73883B815B173EB16,CA926E7F70402CE825D51B18A1173C7A06D7EFB34F4302CBBB86EB34E913AA27,1
762,762,뱀,U+BC40,identity; post-V320 audited addition,88,62,F861B8B7532B3F4E2756A3991B3975F0CDE501E065B7C25C445EB7C2F55ED875,D5B8BC4F8AA6B5FAA57D11E9F94E385D90CD188E9565C6540C4551E0B707AC63,1
763,763,독,U+B3C5,V320 assignment; identity,58,46,0FE7D0020D301914A92E799E19059BC144B85DD97022230C5C376534DBCBF538,3E7217AF49DF37C4107668E1C03C0BA04551EDF326C368E3070237AC4924C2A7,1
