member,offset,before,after,region
PSX.EXE,0x80D37,E9,DD,ui_pool
PSX.EXE,0x80D38,C0,2B,ui_pool
PSX.EXE,0x80D39,E9,A1,ui_pool
PSX.EXE,0x80D3A,93,9A,ui_pool
PSX.EXE,0x80D3B,9C,91,ui_pool
PSX.EXE,0x80D3C,E1,DD,ui_pool
PSX.EXE,0x80D3D,9C,B8,ui_pool
PSX.EXE,0x80D3E,DE,A1,ui_pool
PSX.EXE,0x80D3F,83,8B,ui_pool
PSX.EXE,0x80D40,00,69,ui_pool
PSX.EXE,0x80D41,DE,00,ui_pool
PSX.EXE,0x80D42,92,4F,ui_pool
PSX.EXE,0x80D43,DE,7B,ui_pool
PSX.EXE,0x80D44,85,03,ui_pool
PSX.EXE,0x80D45,E0,A1,ui_pool
PSX.EXE,0x80D46,8D,DD,ui_pool
PSX.EXE,0x80D47,9C,78,ui_pool
PSX.EXE,0x80D48,E9,07,ui_pool
PSX.EXE,0x80D49,85,A1,ui_pool
PSX.EXE,0x80D4A,E9,DD,ui_pool
PSX.EXE,0x80D4B,92,29,ui_pool
PSX.EXE,0x80D4C,00,DD,ui_pool
PSX.EXE,0x80D4D,DF,B2,ui_pool
PSX.EXE,0x80D4E,BE,4E,ui_pool
PSX.EXE,0x80D4F,E0,D5,ui_pool
PSX.EXE,0x80D50,85,A1,ui_pool
PSX.EXE,0x80D51,9C,4F,ui_pool
PSX.EXE,0x80D52,E9,DD,ui_pool
PSX.EXE,0x80D53,85,65,ui_pool
PSX.EXE,0x80D54,E9,00,ui_pool
PSX.EXE,0x80D55,92,83,ui_pool
PSX.EXE,0x80D56,00,DD,ui_pool
PSX.EXE,0x80D57,E1,86,ui_pool
PSX.EXE,0x80D58,54,A1,ui_pool
PSX.EXE,0x80D59,E9,DD,ui_pool
PSX.EXE,0x80D5A,31,10,ui_pool
PSX.EXE,0x80D5B,9C,DD,ui_pool
PSX.EXE,0x80D5C,E0,0A,ui_pool
PSX.EXE,0x80D5D,F7,A1,ui_pool
PSX.EXE,0x80D5E,E0,DD,ui_pool
PSX.EXE,0x80D5F,8D,34,ui_pool
PSX.EXE,0x80D60,9C,DD,ui_pool
PSX.EXE,0x80D61,13,73,ui_pool
PSX.EXE,0x80D62,9C,DF,ui_pool
PSX.EXE,0x80D63,E9,5B,ui_pool
PSX.EXE,0x80D64,85,A1,ui_pool
PSX.EXE,0x80D65,E9,8B,ui_pool
PSX.EXE,0x80D66,92,69,ui_pool
PSX.EXE,0x80D68,E9,DD,ui_pool
PSX.EXE,0x80D69,52,06,ui_pool
PSX.EXE,0x80D6A,E0,14,ui_pool
PSX.EXE,0x80D6B,8D,A1,ui_pool
PSX.EXE,0x80D6C,9C,1F,ui_pool
PSX.EXE,0x80D6D,E9,06,ui_pool
PSX.EXE,0x80D6E,85,A1,ui_pool
PSX.EXE,0x80D6F,E9,DD,ui_pool
PSX.EXE,0x80D70,92,15,ui_pool
PSX.EXE,0x80D71,00,0D,ui_pool
PSX.EXE,0x80D72,E1,A1,ui_pool
PSX.EXE,0x80D73,54,DD,ui_pool
PSX.EXE,0x80D74,E9,53,ui_pool
PSX.EXE,0x80D75,31,DF,ui_pool
PSX.EXE,0x80D76,9C,9A,ui_pool
PSX.EXE,0x80D77,E9,19,ui_pool
PSX.EXE,0x80D78,52,8C,ui_pool
PSX.EXE,0x80D79,E0,2C,ui_pool
PSX.EXE,0x80D7A,8D,00,ui_pool
PSX.EXE,0x80D7B,9C,DD,ui_pool
PSX.EXE,0x80D7C,13,47,ui_pool
PSX.EXE,0x80D7D,9C,31,ui_pool
PSX.EXE,0x80D7E,E9,19,ui_pool
PSX.EXE,0x80D7F,85,3A,ui_pool
PSX.EXE,0x80D80,E9,A1,ui_pool
PSX.EXE,0x80D81,92,30,ui_pool
PSX.EXE,0x80D82,00,DE,ui_pool
PSX.EXE,0x80D83,E0,6F,ui_pool
PSX.EXE,0x80D84,A8,0D,ui_pool
PSX.EXE,0x80D85,E0,A1,ui_pool
PSX.EXE,0x80D86,D7,34,ui_pool
PSX.EXE,0x80D87,EA,DD,ui_pool
PSX.EXE,0x80D88,3B,1A,ui_pool
PSX.EXE,0x80D89,9C,DD,ui_pool
PSX.EXE,0x80D8A,E1,1D,ui_pool
PSX.EXE,0x80D8B,9C,07,ui_pool
PSX.EXE,0x80D8C,DE,01,ui_pool
PSX.EXE,0x80D8D,83,00,ui_pool
PSX.EXE,0x80D8E,00,DD,ui_pool
PSX.EXE,0x80D8F,E0,47,ui_pool
PSX.EXE,0x80D90,8C,31,ui_pool
PSX.EXE,0x80D91,E9,19,ui_pool
PSX.EXE,0x80D92,A1,3A,ui_pool
PSX.EXE,0x80D93,E0,A1,ui_pool
PSX.EXE,0x80D94,8D,4F,ui_pool
PSX.EXE,0x80D95,9C,DD,ui_pool
PSX.EXE,0x80D96,E9,39,ui_pool
PSX.EXE,0x80D97,C0,36,ui_pool
PSX.EXE,0x80D98,E9,A1,ui_pool
PSX.EXE,0x80D99,93,29,ui_pool
PSX.EXE,0x80D9A,9C,DD,ui_pool
PSX.EXE,0x80D9B,E9,64,ui_pool
PSX.EXE,0x80D9C,85,DD,ui_pool
PSX.EXE,0x80D9D,E9,1D,ui_pool
PSX.EXE,0x80D9E,92,07,ui_pool
PSX.EXE,0x80D9F,00,01,ui_pool
PSX.EXE,0x80DA0,E0,00,ui_pool
PSX.EXE,0x80DA1,F5,DD,ui_pool
PSX.EXE,0x80DA2,DE,83,ui_pool
PSX.EXE,0x80DA3,FE,DF,ui_pool
PSX.EXE,0x80DA4,9C,89,ui_pool
PSX.EXE,0x80DA5,EA,A1,ui_pool
PSX.EXE,0x80DA6,16,DD,ui_pool
PSX.EXE,0x80DA7,DF,10,ui_pool
PSX.EXE,0x80DA8,33,DD,ui_pool
PSX.EXE,0x80DA9,00,0A,ui_pool
PSX.EXE,0x80DAA,DF,A1,ui_pool
PSX.EXE,0x80DAB,5A,DD,ui_pool
PSX.EXE,0x80DAC,EA,3C,ui_pool
PSX.EXE,0x80DAD,3F,2B,ui_pool
PSX.EXE,0x80DAE,9C,A1,ui_pool
PSX.EXE,0x80DAF,EA,DD,ui_pool
PSX.EXE,0x80DB0,16,77,ui_pool
PSX.EXE,0x80DB1,DF,DD,ui_pool
PSX.EXE,0x80DB2,33,07,ui_pool
PSX.EXE,0x80DB4,E9,1C,ui_pool
PSX.EXE,0x80DB5,E4,31,ui_pool
PSX.EXE,0x80DB6,E9,53,ui_pool
PSX.EXE,0x80DB7,F3,A1,ui_pool
PSX.EXE,0x80DB8,DE,DD,ui_pool
PSX.EXE,0x80DB9,74,09,ui_pool
PSX.EXE,0x80DBA,E9,0E,ui_pool
PSX.EXE,0x80DBB,BD,41,ui_pool
PSX.EXE,0x80DBC,9C,A1,ui_pool
PSX.EXE,0x80DBD,E9,DF,ui_pool
PSX.EXE,0x80DBE,61,16,ui_pool
PSX.EXE,0x80DBF,E9,DD,ui_pool
PSX.EXE,0x80DC0,90,D1,ui_pool
PSX.EXE,0x80DC1,E9,A1,ui_pool
PSX.EXE,0x80DC2,F3,DD,ui_pool
PSX.EXE,0x80DC3,9C,0E,ui_pool
PSX.EXE,0x80DC4,DE,34,ui_pool
PSX.EXE,0x80DC5,83,00,ui_pool
PSX.EXE,0x80DC6,E0,30,ui_pool
PSX.EXE,0x80DC7,14,DD,ui_pool
PSX.EXE,0x80DC8,00,BE,ui_pool
PSX.EXE,0x80DC9,E0,03,ui_pool
PSX.EXE,0x80DCA,A7,04,ui_pool
PSX.EXE,0x80DCB,9C,0E,ui_pool
PSX.EXE,0x80DCC,E9,25,ui_pool
PSX.EXE,0x80DCD,19,A1,ui_pool
PSX.EXE,0x80DCE,DE,DD,ui_pool
PSX.EXE,0x80DCF,74,9C,ui_pool
PSX.EXE,0x80DD0,E9,26,ui_pool
PSX.EXE,0x80DD1,B2,A1,ui_pool
PSX.EXE,0x80DD2,DF,68,ui_pool
PSX.EXE,0x80DD3,41,DD,ui_pool
PSX.EXE,0x80DD4,00,54,ui_pool
PSX.EXE,0x80DD5,E9,DD,ui_pool
PSX.EXE,0x80DD6,F4,1F,ui_pool
PSX.EXE,0x80DD7,EA,00,ui_pool
PSX.EXE,0x80DD8,7D,8B,ui_pool
PSX.EXE,0x80DD9,9C,DD,ui_pool
PSX.EXE,0x80DDA,EA,D2,ui_pool
PSX.EXE,0x80DDB,97,A1,ui_pool
PSX.EXE,0x80DDC,EA,03,ui_pool
PSX.EXE,0x80DDD,3C,8B,ui_pool
PSX.EXE,0x80DDE,00,DD,ui_pool
PSX.EXE,0x80DDF,E9,18,ui_pool
PSX.EXE,0x80DE0,0E,A1,ui_pool
PSX.EXE,0x80DE1,E9,DD,ui_pool
PSX.EXE,0x80DE2,C0,90,ui_pool
PSX.EXE,0x80DE3,9C,DD,ui_pool
PSX.EXE,0x80DE4,DF,2B,ui_pool
PSX.EXE,0x80DE5,9E,A1,ui_pool
PSX.EXE,0x80DE6,DE,7A,ui_pool
PSX.EXE,0x80DE7,A8,DD,ui_pool
PSX.EXE,0x80DE8,E9,9F,ui_pool
PSX.EXE,0x80DE9,93,00,ui_pool
PSX.EXE,0x80DEA,00,96,ui_pool
PSX.EXE,0x80DEB,E0,0C,ui_pool
PSX.EXE,0x80DEC,B6,8F,ui_pool
PSX.EXE,0x80DED,E0,A1,ui_pool
PSX.EXE,0x80DEE,9C,DD,ui_pool
PSX.EXE,0x80DEF,E9,29,ui_pool
PSX.EXE,0x80DF0,B1,14,ui_pool
PSX.EXE,0x80DF1,9C,DD,ui_pool
PSX.EXE,0x80DF2,E9,2B,ui_pool
PSX.EXE,0x80DF3,A4,A1,ui_pool
PSX.EXE,0x80DF4,E9,27,ui_pool
PSX.EXE,0x80DF5,24,91,ui_pool
PSX.EXE,0x80DF6,E0,DD,ui_pool
PSX.EXE,0x80DF7,8E,B8,ui_pool
PSX.EXE,0x80DF8,00,A1,ui_pool
PSX.EXE,0x80DF9,E0,8B,ui_pool
PSX.EXE,0x80DFA,5C,69,ui_pool
PSX.EXE,0x80DFB,DF,00,ui_pool
PSX.EXE,0x80DFC,07,DD,ui_pool
PSX.EXE,0x80DFD,E9,09,ui_pool
PSX.EXE,0x80DFE,A8,0D,ui_pool
PSX.EXE,0x80DFF,9C,A1,ui_pool
PSX.EXE,0x80E00,EA,DD,ui_pool
PSX.EXE,0x80E01,8B,C3,ui_pool
PSX.EXE,0x80E02,00,55,ui_pool
PSX.EXE,0x80E03,EA,04,ui_pool
PSX.EXE,0x80E04,9D,A1,ui_pool
PSX.EXE,0x80E05,E9,8B,ui_pool
PSX.EXE,0x80E06,A1,DD,ui_pool
PSX.EXE,0x80E07,00,D2,ui_pool
PSX.EXE,0x80E08,E1,D5,ui_pool
PSX.EXE,0x80E09,D8,A1,ui_pool
PSX.EXE,0x80E0A,DF,38,ui_pool
PSX.EXE,0x80E0B,02,DF,ui_pool
PSX.EXE,0x80E0C,E0,25,ui_pool
PSX.EXE,0x80E0D,C3,00,ui_pool
PSX.EXE,0x80E0E,EA,DD,ui_pool
PSX.EXE,0x80E0F,69,13,ui_pool
PSX.EXE,0x80E10,00,20,ui_pool
PSX.EXE,0x80E11,E9,99,ui_pool
PSX.EXE,0x80E12,83,A1,ui_pool
PSX.EXE,0x80E13,E9,81,ui_pool
PSX.EXE,0x80E14,C0,03,ui_pool
PSX.EXE,0x80E15,E0,02,ui_pool
PSX.EXE,0x80E16,46,36,ui_pool
PSX.EXE,0x80E17,E0,A1,ui_pool
PSX.EXE,0x80E18,ED,DD,ui_pool
PSX.EXE,0x80E19,00,53,ui_pool
PSX.EXE,0x80E1A,E9,DF,ui_pool
PSX.EXE,0x80E1B,4F,9A,ui_pool
PSX.EXE,0x80E1C,E0,19,ui_pool
PSX.EXE,0x80E1D,31,8C,ui_pool
PSX.EXE,0x80E1E,E0,2C,ui_pool
PSX.EXE,0x80E1F,E3,00,ui_pool
PSX.EXE,0x80E20,E9,DD,ui_pool
PSX.EXE,0x80E21,93,17,ui_pool
PSX.EXE,0x80E22,00,1D,ui_pool
PSX.EXE,0x80E23,DF,A1,ui_pool
PSX.EXE,0x80E24,8C,DD,ui_pool
PSX.EXE,0x80E25,E0,B6,ui_pool
PSX.EXE,0x80E26,F2,35,ui_pool
PSX.EXE,0x80E27,00,0F,ui_pool
PSX.EXE,0x80E28,E9,A1,ui_pool
PSX.EXE,0x80E29,4F,DD,ui_pool
PSX.EXE,0x80E2A,E0,62,ui_pool
PSX.EXE,0x80E2B,BF,DD,ui_pool
PSX.EXE,0x80E2C,EA,78,ui_pool
PSX.EXE,0x80E2D,34,A1,ui_pool
PSX.EXE,0x80E2E,EA,DE,ui_pool
PSX.EXE,0x80E2F,51,4C,ui_pool
PSX.EXE,0x80E30,00,6C,ui_pool
PSX.EXE,0x80E31,E1,00,ui_pool
PSX.EXE,0x80E32,D8,DD,ui_pool
PSX.EXE,0x80E33,DE,21,ui_pool
PSX.EXE,0x80E34,6B,A1,ui_pool
PSX.EXE,0x80E35,E0,DF,ui_pool
PSX.EXE,0x80E36,C3,96,ui_pool
PSX.EXE,0x80E37,DF,A1,ui_pool
PSX.EXE,0x80E38,41,DD,ui_pool
PSX.EXE,0x80E39,00,BA,ui_pool
PSX.EXE,0x80E3A,EA,0F,ui_pool
PSX.EXE,0x80E3B,5B,A1,ui_pool
PSX.EXE,0x80E3C,DE,DD,ui_pool
PSX.EXE,0x80E3D,FE,09,ui_pool
PSX.EXE,0x80E3E,EA,A1,ui_pool
PSX.EXE,0x80E3F,26,DD,ui_pool
PSX.EXE,0x80E40,DF,10,ui_pool
PSX.EXE,0x80E41,DF,DD,ui_pool
PSX.EXE,0x80E42,E0,0A,ui_pool
PSX.EXE,0x80E43,FD,00,ui_pool
PSX.EXE,0x80E44,00,DD,ui_pool
PSX.EXE,0x80E45,E9,61,ui_pool
PSX.EXE,0x80E46,D4,DF,ui_pool
PSX.EXE,0x80E47,EA,13,ui_pool
PSX.EXE,0x80E48,40,DE,ui_pool
PSX.EXE,0x80E49,DE,1C,ui_pool
PSX.EXE,0x80E4A,F3,4E,ui_pool
PSX.EXE,0x80E4B,00,D5,ui_pool
PSX.EXE,0x80E4C,DF,A1,ui_pool
PSX.EXE,0x80E4D,10,DD,ui_pool
PSX.EXE,0x80E4E,DE,08,ui_pool
PSX.EXE,0x80E4F,92,DD,ui_pool
PSX.EXE,0x80E50,E0,22,ui_pool
PSX.EXE,0x80E51,FD,A1,ui_pool
PSX.EXE,0x80E52,00,DD,ui_pool
PSX.EXE,0x80E53,EA,3C,ui_pool
PSX.EXE,0x80E54,8F,2B,ui_pool
PSX.EXE,0x80E55,EA,00,ui_pool
PSX.EXE,0x80E56,61,DD,ui_pool
PSX.EXE,0x80E57,E0,C1,ui_pool
PSX.EXE,0x80E58,FD,A1,ui_pool
PSX.EXE,0x80E59,00,DD,ui_pool
PSX.EXE,0x80E5A,E9,09,ui_pool
PSX.EXE,0x80E5B,CA,0D,ui_pool
PSX.EXE,0x80E5C,E0,A1,ui_pool
PSX.EXE,0x80E5D,C8,24,ui_pool
PSX.EXE,0x80E5E,E9,DD,ui_pool
PSX.EXE,0x80E5F,BD,1D,ui_pool
PSX.EXE,0x80E60,9C,4E,ui_pool
PSX.EXE,0x80E61,DF,D5,ui_pool
PSX.EXE,0x80E62,31,A1,ui_pool
PSX.EXE,0x80E63,00,DD,ui_pool
PSX.EXE,0x80E64,DE,10,ui_pool
PSX.EXE,0x80E65,FC,DD,ui_pool
PSX.EXE,0x80E66,E9,0A,ui_pool
PSX.EXE,0x80E67,83,00,ui_pool
PSX.EXE,0x80E68,E9,DF,ui_pool
PSX.EXE,0x80E69,C3,1D,ui_pool
PSX.EXE,0x80E6A,9C,24,ui_pool
PSX.EXE,0x80E6B,DF,A1,ui_pool
PSX.EXE,0x80E6C,31,DD,ui_pool
PSX.EXE,0x80E6D,00,10,ui_pool
PSX.EXE,0x80E6E,E9,DD,ui_pool
PSX.EXE,0x80E6F,1B,0A,ui_pool
PSX.EXE,0x80E70,DE,A1,ui_pool
PSX.EXE,0x80E71,D9,DD,ui_pool
PSX.EXE,0x80E72,9C,3C,ui_pool
PSX.EXE,0x80E73,E9,2B,ui_pool
PSX.EXE,0x80E74,20,A1,ui_pool
PSX.EXE,0x80E75,DF,DD,ui_pool
PSX.EXE,0x80E76,8B,77,ui_pool
PSX.EXE,0x80E77,00,DD,ui_pool
PSX.EXE,0x80E78,EA,07,ui_pool
PSX.EXE,0x80E79,7D,00,ui_pool
PSX.EXE,0x80E7A,DF,09,ui_pool
PSX.EXE,0x80E7B,10,58,ui_pool
PSX.EXE,0x80E7C,9C,A1,ui_pool
PSX.EXE,0x80E7D,E9,4F,ui_pool
PSX.EXE,0x80E7E,20,DD,ui_pool
PSX.EXE,0x80E7F,DF,1A,ui_pool
PSX.EXE,0x80E80,8B,A1,ui_pool
PSX.EXE,0x80E81,00,DE,ui_pool
PSX.EXE,0x80E82,DF,24,ui_pool
PSX.EXE,0x80E83,1A,DD,ui_pool
PSX.EXE,0x80E84,E9,18,ui_pool
PSX.EXE,0x80E85,B7,A1,ui_pool
PSX.EXE,0x80E86,E9,DD,ui_pool
PSX.EXE,0x80E87,BD,13,ui_pool
PSX.EXE,0x80E88,9C,DD,ui_pool
PSX.EXE,0x80E89,EA,34,ui_pool
PSX.EXE,0x80E8A,07,00,ui_pool
PSX.EXE,0x80E8B,E0,DD,ui_pool
PSX.EXE,0x80E8C,31,10,ui_pool
PSX.EXE,0x80E8D,00,DD,ui_pool
PSX.EXE,0x80E8E,E0,0A,ui_pool
PSX.EXE,0x80E8F,57,A1,ui_pool
PSX.EXE,0x80E90,DE,DD,ui_pool
PSX.EXE,0x80E91,FE,29,ui_pool
PSX.EXE,0x80E92,9C,14,ui_pool
PSX.EXE,0x80E93,EA,A1,ui_pool
PSX.EXE,0x80E94,42,6B,ui_pool
PSX.EXE,0x80E95,E0,29,ui_pool
PSX.EXE,0x80E96,C3,A1,ui_pool
PSX.EXE,0x80E97,E9,DD,ui_pool
PSX.EXE,0x80E98,90,77,ui_pool
PSX.EXE,0x80E99,00,DD,ui_pool
PSX.EXE,0x80E9A,E9,07,ui_pool
PSX.EXE,0x80E9B,B6,00,ui_pool
PSX.EXE,0x80E9C,E0,DD,ui_pool
PSX.EXE,0x80E9D,DD,17,ui_pool
PSX.EXE,0x80E9E,DF,1D,ui_pool
PSX.EXE,0x80E9F,8C,A1,ui_pool
PSX.EXE,0x80EA0,9C,DD,ui_pool
PSX.EXE,0x80EA1,E9,B6,ui_pool
PSX.EXE,0x80EA2,A8,35,ui_pool
PSX.EXE,0x80EA3,E0,0F,ui_pool
PSX.EXE,0x80EA4,48,A1,ui_pool
PSX.EXE,0x80EA5,E9,DD,ui_pool
PSX.EXE,0x80EA6,4F,62,ui_pool
PSX.EXE,0x80EA7,E9,DD,ui_pool
PSX.EXE,0x80EA8,20,78,ui_pool
PSX.EXE,0x80EA9,00,A1,ui_pool
PSX.EXE,0x80EAA,E0,47,ui_pool
PSX.EXE,0x80EAB,8C,6C,ui_pool
PSX.EXE,0x80EAC,DE,00,ui_pool
PSX.EXE,0x80EAD,F8,DD,ui_pool
PSX.EXE,0x80EAE,E9,31,ui_pool
PSX.EXE,0x80EAF,CA,DD,ui_pool
PSX.EXE,0x80EB0,E0,32,ui_pool
PSX.EXE,0x80EB1,14,A1,ui_pool
PSX.EXE,0x80EB2,9C,DD,ui_pool
PSX.EXE,0x80EB3,E0,A3,ui_pool
PSX.EXE,0x80EB4,5B,B3,ui_pool
PSX.EXE,0x80EB5,E9,A1,ui_pool
PSX.EXE,0x80EB6,4F,8B,ui_pool
PSX.EXE,0x80EB7,00,DD,ui_pool
PSX.EXE,0x80EB8,EA,D2,ui_pool
PSX.EXE,0x80EB9,65,A1,ui_pool
PSX.EXE,0x80EBA,E9,DE,ui_pool
PSX.EXE,0x80EBB,90,2B,ui_pool
PSX.EXE,0x80EBC,DF,35,ui_pool
PSX.EXE,0x80EBD,9E,00,ui_pool
PSX.EXE,0x80EBE,E0,DD,ui_pool
PSX.EXE,0x80EBF,9C,78,ui_pool
PSX.EXE,0x80EC0,E9,DD,ui_pool
PSX.EXE,0x80EC1,CA,40,ui_pool
PSX.EXE,0x80EC2,00,A1,ui_pool
PSX.EXE,0x80EC3,DF,45,ui_pool
PSX.EXE,0x80EC4,41,DD,ui_pool
PSX.EXE,0x80EC5,E0,2B,ui_pool
PSX.EXE,0x80EC6,45,A1,ui_pool
PSX.EXE,0x80EC7,9C,27,ui_pool
PSX.EXE,0x80EC8,E0,91,ui_pool
PSX.EXE,0x80EC9,FE,DD,ui_pool
PSX.EXE,0x80ECA,E9,B8,ui_pool
PSX.EXE,0x80ECB,EC,A1,ui_pool
PSX.EXE,0x80ECC,00,8B,ui_pool
PSX.EXE,0x80ECD,E9,69,ui_pool
PSX.EXE,0x80ECE,2D,00,ui_pool
PSX.EXE,0x80ECF,E0,DD,ui_pool
PSX.EXE,0x80ED0,C3,8D,ui_pool
PSX.EXE,0x80ED1,E9,3D,ui_pool
PSX.EXE,0x80ED2,9A,DD,ui_pool
PSX.EXE,0x80ED3,E9,3F,ui_pool
PSX.EXE,0x80ED4,61,DD,ui_pool
PSX.EXE,0x80ED5,DF,18,ui_pool
PSX.EXE,0x80ED6,41,A1,ui_pool
PSX.EXE,0x80ED7,9C,DD,ui_pool
PSX.EXE,0x80ED8,E1,1D,ui_pool
PSX.EXE,0x80ED9,C1,DD,ui_pool
PSX.EXE,0x80EDA,E9,90,ui_pool
PSX.EXE,0x80EDB,90,A1,ui_pool
PSX.EXE,0x80EDC,E0,45,ui_pool
PSX.EXE,0x80EDD,ED,DD,ui_pool
PSX.EXE,0x80EDE,00,37,ui_pool
PSX.EXE,0x80EDF,EA,00,ui_pool
PSX.EXE,0x80EE0,64,DD,ui_pool
PSX.EXE,0x80EE1,DF,C9,ui_pool
PSX.EXE,0x80EE2,41,A1,ui_pool
PSX.EXE,0x80EE3,9C,DD,ui_pool
PSX.EXE,0x80EE4,E0,31,ui_pool
PSX.EXE,0x80EE5,B6,DD,ui_pool
PSX.EXE,0x80EE6,DE,32,ui_pool
PSX.EXE,0x80EE7,A8,A1,ui_pool
PSX.EXE,0x80EE8,DE,DD,ui_pool
PSX.EXE,0x80EE9,1B,90,ui_pool
PSX.EXE,0x80EEA,00,DD,ui_pool
PSX.EXE,0x80EEB,DF,2B,ui_pool
PSX.EXE,0x80EEC,E4,A1,ui_pool
PSX.EXE,0x80EED,E0,7A,ui_pool
PSX.EXE,0x80EEE,ED,DD,ui_pool
PSX.EXE,0x80EEF,9C,9F,ui_pool
PSX.EXE,0x80EF0,EA,00,ui_pool
PSX.EXE,0x80EF1,63,DE,ui_pool
PSX.EXE,0x80EF2,00,3A,ui_pool
PSX.EXE,0x80EF3,EA,31,ui_pool
PSX.EXE,0x80EF4,56,A1,ui_pool
PSX.EXE,0x80EF5,E1,DD,ui_pool
PSX.EXE,0x80EF6,C1,09,ui_pool
PSX.EXE,0x80EF7,9C,0E,ui_pool
PSX.EXE,0x80EF8,E9,41,ui_pool
PSX.EXE,0x80EF9,90,A1,ui_pool
PSX.EXE,0x80EFA,EA,DF,ui_pool
PSX.EXE,0x80EFB,83,95,ui_pool
PSX.EXE,0x80EFC,00,0C,ui_pool
PSX.EXE,0x80EFD,EA,A1,ui_pool
PSX.EXE,0x80EFE,80,DD,ui_pool
PSX.EXE,0x80EFF,E0,3C,ui_pool
PSX.EXE,0x80F00,E3,2B,ui_pool
PSX.EXE,0x80F01,DF,00,ui_pool
PSX.EXE,0x80F02,02,01,ui_pool
PSX.EXE,0x80F03,E0,8D,ui_pool
PSX.EXE,0x80F04,ED,A1,ui_pool
PSX.EXE,0x80F05,00,37,ui_pool
PSX.EXE,0x80F06,E9,8B,ui_pool
PSX.EXE,0x80F07,97,0D,ui_pool
PSX.EXE,0x80F08,E9,A1,ui_pool
PSX.EXE,0x80F09,9C,DD,ui_pool
PSX.EXE,0x80F0A,DF,53,ui_pool
PSX.EXE,0x80F0B,87,DF,ui_pool
PSX.EXE,0x80F0C,00,9A,ui_pool
PSX.EXE,0x80F0D,E9,DD,ui_pool
PSX.EXE,0x80F0E,B7,1D,ui_pool
PSX.EXE,0x80F0F,E0,07,ui_pool
PSX.EXE,0x80F10,63,01,ui_pool
PSX.EXE,0x80F11,DF,00,ui_pool
PSX.EXE,0x80F12,DF,72,ui_pool
PSX.EXE,0x80F14,C2,AE,ui_pointer
PSX.EXE,0x80F15,B3,C8,ui_pointer
PSX.EXE,0x80F18,D1,9F,ui_pointer
PSX.EXE,0x80F19,B3,BB,ui_pointer
PSX.EXE,0x80F1C,DD,62,ui_pointer
PSX.EXE,0x80F1D,B3,C1,ui_pointer
PSX.EXE,0x80F20,E9,20,ui_pointer
PSX.EXE,0x80F21,B3,AB,ui_pointer
PSX.EXE,0x80F24,F6,FD,ui_pointer
PSX.EXE,0x80F25,B3,BE,ui_pointer
PSX.EXE,0x80F28,00,FE,ui_pointer
PSX.EXE,0x80F29,B4,C0,ui_pointer
PSX.EXE,0x80F2C,0C,FD,ui_pointer
PSX.EXE,0x80F2D,B4,BA,ui_pointer
PSX.EXE,0x80F30,18,14,ui_pointer
PSX.EXE,0x80F31,B4,AB,ui_pointer
PSX.EXE,0x80F34,25,62,ui_pointer
PSX.EXE,0x80F35,B4,AF,ui_pointer
PSX.EXE,0x80F38,2D,B5,ui_pointer
PSX.EXE,0x80F39,B4,BC,ui_pointer
PSX.EXE,0x80F3C,37,FF,ui_pointer
PSX.EXE,0x80F3D,B4,BF,ui_pointer
PSX.EXE,0x80F40,46,3C,ui_pointer
PSX.EXE,0x80F41,B4,BB,ui_pointer
PSX.EXE,0x80F44,50,0B,ui_pointer
PSX.EXE,0x80F45,B4,AC,ui_pointer
PSX.EXE,0x80F48,5D,C4,ui_pointer
PSX.EXE,0x80F49,B4,B7,ui_pointer
PSX.EXE,0x80F4C,75,6F,ui_pointer
PSX.EXE,0x80F4D,B4,AE,ui_pointer
PSX.EXE,0x80F50,7D,87,ui_pointer
PSX.EXE,0x80F51,B4,C8,ui_pointer
PSX.EXE,0x80F54,1C,12,ui_pointer
PSX.EXE,0x80F55,B5,C8,ui_pointer
PSX.EXE,0x80F58,8E,CC,ui_pointer
PSX.EXE,0x80F59,B4,AE,ui_pointer
PSX.EXE,0x80F5C,2D,8B,ui_pointer
PSX.EXE,0x80F5D,B5,B6,ui_pointer
PSX.EXE,0x80F60,41,E0,ui_pointer
PSX.EXE,0x80F61,B5,C0,ui_pointer
PSX.EXE,0x80F64,4D,05,ui_pointer
PSX.EXE,0x80F65,B5,BE,ui_pointer
PSX.EXE,0x80F68,57,74,ui_pointer
PSX.EXE,0x80F69,B5,C7,ui_pointer
PSX.EXE,0x80F6C,68,A4,ui_pointer
PSX.EXE,0x80F6D,B5,AD,ui_pointer
PSX.EXE,0x80F70,72,C8,ui_pointer
PSX.EXE,0x80F71,B5,C8,ui_pointer
PSX.EXE,0x80F74,83,D8,ui_pointer
PSX.EXE,0x80F75,B5,AA,ui_pointer
PSX.EXE,0x80F78,8F,B4,ui_pointer
PSX.EXE,0x80F79,B5,AA,ui_pointer
PSX.EXE,0x80F7C,A0,7B,ui_pointer
PSX.EXE,0x80F7D,B5,BB,ui_pointer
PSX.EXE,0x80F80,AA,BA,ui_pointer
PSX.EXE,0x80F81,B5,BB,ui_pointer
PSX.EXE,0x80F84,B4,8E,ui_pointer
PSX.EXE,0x80F85,B5,B9,ui_pointer
PSX.EXE,0x80F88,D6,08,ui_pointer
PSX.EXE,0x80F89,AD,AF,ui_pointer
PSX.EXE,0x80F8C,D6,08,ui_pointer
