over_by,source file,byte offset,needs,budget,korean
23,31/S3012.DAT,0x481EA,55,32,초핀: 그곳에서 여러 번 싸우면 계속 강해질 수 있습니다.
23,23/S2071.DAT,0x47C66,55,32,검의 정령: 그곳에서 너와 나의 운명이 보이게 될 것이다.
23,22/S2058.DAT,0x47946,40,17,국왕: 이제 오래 살지 못할지도 모르겠군.
23,22/S2055.DAT,0x4803E,60,37,국왕: 그것이 형을 대신해 이 자리에 오른 내게 남은 역할이다.
23,22/S2055.DAT,0x47B58,60,37,국왕: 이것은 틀림없이 수메리아 왕가에 전해지는 용사의 증표.
23,21/S2042.DAT,0x481EA,55,32,초핀: 그곳에서 여러 번 싸우면 계속 강해질 수 있습니다.
23,21/S2041.DAT,0x48684,69,46,승무원: 자신의 턴일 때 LR 버튼을 동시에 누르면 프리 커서가 됩니다.
23,21/S2022.DAT,0x47A6E,44,21,하지만 어디로 돌이 있는 지하에 간단 말이냐?
23,1/S1061.DAT,0x48000,66,43,"쿠쿠루: 지금은 함께 못 가지만, 반드시 그 힘을 얻어서 널 따라갈게."
23,1/S1041.DAT,0x48428,51,28,산의 정령: 때가 되면 알게 될 겁니다. 부탁드립니다.
23,1/S1041.DAT,0x480F6,46,23,산의 정령: 그것이 당신의 운명이기 때문입니다.
23,1/S1023.DAT,0x47C3C,84,61,그 장소의 괴물은 진행해도 바뀌지 않는다. 원하는 수련 수준에 맞춰 장소를 고르면 된다.
22,F/SF081.DAT,0x47A48,69,47,두목: 이제 슬슬 조직을 네게 맡기고 이런 곳에서 여생을 보내고 싶구나.
22,F/SF081.DAT,0x47888,54,32,부하: 형님은 정말 강하시네요. 제가 다 자랑스럽습니다.
22,F/SF041.DAT,0x48688,61,39,"불의 정령: 소년이여, 그 눈물을 흘렸을 때의 마음을 잊지 마라!"
22,C2/SC0B6.DAT,0x463DC,57,35,1000회까지 앞으로  회입니다. 포기하지 말고 힘내 주십시오.
22,B/SB022.DAT,0x47F00,59,37,"하늘의 목소리: 자, 가거라. 미래는 너희가 열어 가는 것이다."
22,9/S9031.DAT,0x4878E,65,43,"소장: 불꽃의 정령을 되찾으러 온 거냐? 좋아, 여기서 시동해 주마."
22,8/S8062.DAT,0x47A60,60,38,물의 정령: 이 나라를 사악한 자들로부터 지켜 준 보답을 하마.
22,8/S8062.DAT,0x479C0,60,38,물의 정령: 이 나라를 사악한 자들로부터 지켜 준 보답을 하마.
22,8/S8051.DAT,0x487D4,59,37,카사토르: 어린것들을 죽이는 데 그 이상의 이유 따위는 없다.
22,8/S8021.DAT,0x47FC6,62,40,사류족 남자: 그리고 이제는 나라가 아주 사막화되어 버렸습니다.
22,8/S8012.DAT,0x48466,46,24,초핀: 언제든 정비해 놓고 기다리고 있겠습니다.
22,7/S7024.DAT,0x487D0,55,33,대회 위원: 시합 전에는 준비 운동을 잊지 말아 주십시오.
22,7/S7011.DAT,0x48396,62,40,이번에는 나라밖에 모르는 건가... 어쨌든 가 보고 나서 생각하자.
22,7/S7011.DAT,0x480EC,50,28,"정말이지, 영감님 노망에는 마음이 조마조마하다니까."
22,6/S6054.DAT,0x46980,65,43,라마다 승: 열 번째 도전이시군요. 그러면 이 정도는 어떻겠습니까?
22,6/S6054.DAT,0x4519E,51,29,라마다 승: 세이브 데이터의 심벌이 되어 있는 것은?
22,6/S6053.DAT,0x47D9E,60,38,제자: 스승님이 돌아오실 때까지 이 절은 우리가 지키겠습니다.
22,6/S6022.DAT,0x47AC4,53,31,"어쨌든 인간 병기로서
두려움의 대상이라는 이야기야."
22,5/S5041.DAT,0x47E0C,59,37,그건 부하의 공을 자기 것으로 만들 수 있다는 왕의 상 아닌가.
22,5/S5023.DAT,0x47C04,44,22,"손익만으로 사람은 움직이지 않는다, 인가...?"
22,5/S5023.DAT,0x4792E,47,25,"훌륭하군, 소환의 항아리를 손에 넣은 모양이구나."
22,4/S4034.DAT,0x48606,55,33,그렇게까지 써도 말이지. 이 도감에 정이라도 들었나 보군.
22,4/S4034.DAT,0x4808C,63,41,편지 속에 아이템이 들어 있습니다. 로맨싱 스톤을 손에 넣었습니다
22,4/S4033.DAT,0x48398,52,30,나이를 먹었구먼. 요즘 자꾸 물건을 잊어버린단 말이야.
22,4/S4031.DAT,0x48020,62,40,죽은 줄로만 알았던 아버지에게서 갑자기 이런 편지가 온다는 것은
22,4/S4022.DAT,0x47B4E,58,36,"병사1: 아, 그 비실비실한 영감과 얼빠진 꼬마 놈들 말인가?"
22,32/S3051.DAT,0x48D62,50,28,병사: 여기부터는 몬스터가 나오는 위험한 곳입니다.
22,31/S3031.DAT,0x47A4C,46,24,병사: 수메리아에서 온 사절을 모시고 왔습니다.
22,31/S3023.DAT,0x480BC,54,32,병사: 역시 스파이가 있는 모양이야. 어디에 있는 걸까?
22,31/S3022.DAT,0x4855A,65,43,병사: 준비가 되면 말씀해 주십시오. 출구에서 기다리고 있겠습니다.
22,31/S3013.DAT,0x48180,46,24,승무원: 준비가 될 때까지 기다리고 있겠습니다.
22,22/S2056.DAT,0x47B4A,45,23,그것을 찾으러 오르카스 언덕으로 향하겠습니다.
22,22/S2055.DAT,0x47E14,60,38,국왕: 정령의 나라라 불리는 수메리아도 예외는 아닌 것인가...
22,22/S2052.DAT,0x47D9C,79,57,병사: 보고드립니다! 마물들이 팔렌시아성으로 진격 중입니다. 곧 성에 도달합니다!
22,22/S2051.DAT,0x47E00,56,34,대신: 여기서 북쪽으로 가면 코르보 평원이라는 곳이 있다.
22,21/S2041.DAT,0x483D4,44,22,"승무원 
아뇨……아무것도 아닙니다。"
22,21/S2041.DAT,0x47FF8,57,35,"승무원: 아크 님이시군요. 이제 밀마나로 출발하겠습니다만,"
22,21/S2034.DAT,0x47994,66,44,"대신: 흥! 계획은 조금 틀어졌지만, 너희들 덕분에 수고를 던 셈이군."
22,21/S2033.DAT,0x47A24,37,15,쿠쿠루: 그런 사람처럼 보이지 않았어.
22,21/S2022.DAT,0x47C3C,49,27,병사1: 아크 님이신가. 왕의 임무는 끝내셨습니까?
22,21/S2022.DAT,0x47B10,52,30,그러고 보니 전에 몬스터가 있었던 곳은 지하 창고였어.
22,21/S2013.DAT,0x47E4C,50,28,"리에: 너, 토슈와 제법 좋은 승부를 할 수 있겠는걸."
22,1/S1061.DAT,0x47F02,53,31,쿠쿠루: 그 길이 어디로 이어지는지는 나도 모르지만...
22,1/S1061.DAT,0x47966,39,17,쿠쿠루: 거기에는 이렇게 쓰여 있었어...
22,1/S1023.DAT,0x47D0E,60,38,"자신의 턴일 때 LR 버튼을 동시에 눌러 프리 커서로 만들어서,"
21,F/SF0B1.DAT,0x47AFC,40,19,"국왕님, 저도 두 분과 동행하게 해 주세요."
21,F/SF051.DAT,0x478A0,72,51,토벌병: 아크와 그 일당은 그 뒤 수사에도 불구하고 행방을 알 수 없습니다.
21,F/SF041.DAT,0x47EE4,70,49,불의 정령: 생물이 가진 생명을 에릴베로 바꾸는 일을 생각하기 시작했다.
21,F/SF021.DAT,0x48318,52,31,바람의 정령: 너희를 믿은 증표로 바람의 돌을 주겠다.
21,B/SB072.DAT,0x482CC,46,25,대신: 용사라 해도 어머니의 목숨은 소중하겠지.
21,B/SB021.DAT,0x47A50,58,37,"성궤: 나의 힘을 인정한 자여, 그때가 왔다면 힘을 빌려주마."
21,8/S8061.DAT,0x47CD6,65,44,물의 정령: 자기들이 하는 일이 어떤 결과를 낳는지 알고는 있느냐?
21,8/S8061.DAT,0x47C22,65,44,물의 정령: 우습게 보지 마라. 이 나라는 원래 풍요로운 나라였단다.
21,8/S8061.DAT,0x47A98,71,50,"뭐야, 너희는? 도와준 건 고맙지만 허가도 없이 들어오지 않았으면 하는데."
21,8/S8013.DAT,0x47F84,87,66,초핀: 고겐 님의 키토우올 마법의 불에 큰 폭탄을 던져 넣으면 대폭발이 일어난다고 합니다.
21,7/S7028.DAT,0x489F6,59,38,안내: 예고 없이 참가자 접수를 마감합니다. 서둘러 주십시오.
21,7/S7026.DAT,0x48926,39,18,이 녀석들은 출전자 얼굴도 모르는 건가?
21,7/S7026.DAT,0x488BC,75,54,대회 위원: 이번 상품은 그 바람의 오브니까요. 손에 넣어서 어쩌려는 걸까요?
21,7/S7024.DAT,0x4887E,48,27,그런 사람이 출전하는 게 이상하다고 생각하는데...
21,7/S7012.DAT,0x48F96,87,66,초핀: 고겐 님의 키토우올 마법의 불에 큰 폭탄을 던져 넣으면 대폭발이 일어난다고 합니다.
21,6/S6054.DAT,0x45CA6,58,37,그 돌은 모험가들을 위험에서 구해 줄 위대한 힘이 될 것이다.
21,6/S6054.DAT,0x45AC8,67,46,라마다 승: 내 문제를 모두 맞힌 건 네가 처음이다. 상으로 이걸 주마.
21,6/S6032.DAT,0x47B62,61,40,거울에 비친 당신의 모습은 대승정도 무엇도 아닌 그저 몬스터야!
21,6/S6014.DAT,0x4949E,87,66,초핀: 고겐 님의 키토우올 마법의 불에 큰 폭탄을 던져 넣으면 대폭발이 일어난다고 합니다.
21,5/S5021.DAT,0x48184,53,32,"...아니, 아니야. 그럼 바로 유적의 위치를 가르쳐 주지."
21,5/S5021.DAT,0x47E8C,62,41,어떤 유적으로 안내할 테니 거기서 내가 원하는 보물을 가져다 줘.
21,5/S5013.DAT,0x494F2,87,66,초핀: 고겐 님의 키토우올 마법의 불에 큰 폭탄을 던져 넣으면 대폭발이 일어난다고 합니다.
21,4/S4036.DAT,0x47FBA,55,34,효과를 모르는 아이템은 스스로 조사할 수밖에 없는 걸까?
21,4/S4033.DAT,0x47FF4,37,16,우리끼리 끝까지 싸워 나갈 수 있을까?
21,4/S4031.DAT,0x484CC,42,21,아버지를 믿고 앞으로 나아갈 수밖에 없겠지.
21,4/S4011.DAT,0x48CD6,66,45,뭔지는 모르겠지만 힘이 넘쳐 오른다. 이제 너희에게 질 것 같지 않아!
21,32/S3068.DAT,0x47FE8,40,19,베미의 정령: 나는 언제나 보고 있습니다.
21,32/S3068.DAT,0x47F3A,47,26,베미의 정령: 이제 당신들에게 할 말은 없습니다.
21,32/S3061.DAT,0x4850E,44,23,아버지가 살아 계시면 분명 만날 수 있을 거야.
21,32/S3061.DAT,0x47E2E,78,57,베미의 정령: 그리고 그로 인해 이 세계가 파괴되어 가는 것에 절망하고 있었지요.
21,32/S3061.DAT,0x47BB4,69,48,"은혜의 정령: 그래, 수메리아의 황태자였던 요슈아 왕자, 네 아버지란다."
21,31/S3032.DAT,0x47A40,55,34,야군: 만일 무슨 일이 있어도 우리는 책임을 지지 않겠소.
21,31/S3031.DAT,0x47E54,76,55,야군: 다만 정령의 나라에서 불가사의한 힘을 지닌 전사가 오셨다고 들었기에...
21,31/S3031.DAT,0x47BDC,70,49,야군: 밀마나 국군 본부 장군 야군입니다. 토요케 숲에 가고 싶으셨지요?
21,31/S3022.DAT,0x480A4,53,32,병사: 아무래도 스파이가 있는 모양이야. 조심해야지...
21,31/S3022.DAT,0x47D96,69,48,병사: 너희가 몬스터를 쓰러뜨리겠다며 건방진 소리를 하는 꼬마들이냐?
21,31/S3014.DAT,0x4852A,87,66,초핀: 고겐 님의 키토우올 마법의 불에 큰 폭탄을 던져 넣으면 대폭발이 일어난다고 합니다.
21,23/S2082.DAT,0x47926,46,25,대신: 그자의 정령력은 계속 성장하고 있습니다.
21,23/S2071.DAT,0x47CB8,53,32,검의 정령: 그들은 이 나라를 떠나 버린다. 서둘러라...
21,22/S205B.DAT,0x4794C,40,19,대신: 네 번째 돌은 어디에 있는 것이냐?
21,22/S205B.DAT,0x478FC,51,30,"대신: 그런가, 돌은 세 개 모았나. 이제 하나 남았군."
21,22/S2057.DAT,0x47B6E,47,26,국왕: 한시라도 빨리 다섯 돌을 모아 돌아오너라.
21,22/S2055.DAT,0x47A94,61,40,"국왕: 아크라 했나, 그 이야기가 사실임을 보일 물건은 있는가?"
21,22/S2051.DAT,0x47D9C,70,49,"대신: 아크인지 뭔지, 네가 정말 정령의 힘을 얻은 자인지 시험해 보겠다."
21,22/S2046.DAT,0x48B78,50,29,병사: 하지만 왕의 장례는 삼 일 전에 끝났습니다만.
21,21/S2045.DAT,0x49506,87,66,초핀: 고겐 님의 키토우올 마법의 불에 큰 폭탄을 던져 넣으면 대폭발이 일어난다고 합니다.
21,21/S2044.DAT,0x48428,54,33,"아크, 걱정하지 마. 이 녀석도 정해진 동료 중 한 명이야."
21,1/S1061.DAT,0x47FA2,62,41,쿠쿠루: 고문서에는 일족에게 전해지는 신비한 힘도 적혀 있었어.
21,1/S1061.DAT,0x47F56,45,24,나는 그 길을 걸어가게 될 것 같은 기분이 들어.
21,1/S1061.DAT,0x47C3E,64,43,아크: 난 마을을 떠날 거야. 팔렌시아성에 가면 뭔가 알 수 있겠지.
20,F/SF091.DAT,0x47880,82,62,이 나라 왕가에는 옛적에 수메리아로 옮겨진 성궤에 관한 전설이 대대로 전해지고 있다.
20,F/SF081.DAT,0x47996,55,35,"부하: 형님, 저는 여기서 보는 팔렌시아가 제일 좋습니다."
20,F/SF041.DAT,0x47B26,66,46,불꽃의 정령: 불꽃의 정령인 나를 붙잡아 에릴베를 계속 빼앗아 왔다.
20,F/SF021.DAT,0x4842E,74,54,"바람의 정령: 그래, 내 분신을 물과 불의 정령에게 맡겨 두었지. 받아 가거라."
20,D/SD031.DAT,0x461D2,52,32,고대의 대마도사 고겐 님이 힘이 되어 주겠다고 하는데.
20,D/SD011.DAT,0x47C0E,43,23,내가 저지른 일 때문에 네가 위험해질 거야...
20,8/S8061.DAT,0x47FC8,72,52,물의 정령: 겸사겸사 이 나라의 몬스터도 퇴치해 다오! 그만큼 보답은 하마.
20,7/S7032.DAT,0x479EC,97,77,로크톨: 왕가가 멸망한 뒤에도 권력자와 부호 사이에서 그 탐욕과 두려움으로 전해 내려온 물건입니다.
20,7/S7028.DAT,0x476EE,56,36,출전자: 바람의 오브를 손에 넣었다면서. 선수를 빼앗겼군.
20,7/S7027.DAT,0x48720,60,40,이렇게 매번 우승자를 나중에 죽여서 상품인 오브를 도로 빼앗고
20,7/S7026.DAT,0x48B10,47,27,우리도 돌아가고 싶으면 다시 참가 신청하면 되지.
20,7/S7012.DAT,0x47F34,68,48,초핀: 예를 들어 마법을 사용하는 몬스터는 마법 공격에 강한 법입니다.
20,6/S6054.DAT,0x46598,56,36,라마다 승: 네 번째 도전이시군요. 아직은 이 정도겠지요?
20,6/S6054.DAT,0x45D02,46,26,라마다 승: 늘 목적을 가지고 행동하는 게 좋다.
20,6/S6054.DAT,0x45580,59,39,라마다 승려: 수도의 군 오피스에는 사실 지하 50층 던전이...
20,6/S6051.DAT,0x47D48,64,44,하지만 여기서 싸우면 우리도 필사적이다. 아마 많은 사람이 죽겠지.
20,6/S6051.DAT,0x47CB2,33,13,무슨 말을 해도 소용없는 모양이네.
20,6/S6014.DAT,0x4843C,68,48,초핀: 예를 들어 마법을 사용하는 몬스터는 마법 공격에 강한 법입니다.
20,5/S5052.DAT,0x47B28,49,29,요슈아: 사람은 욕망을 위해서만 사는 것이 아니다.
20,5/S5041.DAT,0x47B9C,48,28,빛의 정령: 그 목소리에 귀를 기울여 주었으면 해.
20,5/S5041.DAT,0x47A22,61,41,"빛의 정령: 인간은 우리의 존재를 잊고 자연을 파괴하고 비틀어,"
20,5/S5021.DAT,0x4791C,41,21,"기다렸지, 기다렸지. 무엇부터 이야기할까?"
20,5/S5013.DAT,0x48490,68,48,초핀: 예를 들어 마법을 사용하는 몬스터는 마법 공격에 강한 법입니다.
20,5/S5013.DAT,0x4819A,66,46,초핀: 이를 피하려면 적의 뒤나 옆으로 돌아 들어가 공격하면 됩니다.
20,5/S5012.DAT,0x48252,55,35,"뭐, 좋지 않겠나. 내 항아리의 몬스터들은 믿음직스럽다네."
20,4/S4035.DAT,0x47DE4,52,32,"아크야, 너는 이미 세 정령과 만나 그들의 돌을 얻었다."
20,4/S4033.DAT,0x48200,48,28,적들 중에도 이쪽의 등을 노리고 오는 녀석이 있어.
20,4/S4032.DAT,0x4836A,38,18,우편함은 때때로 보러 오는 편이 좋겠어.
20,32/S3063.DAT,0x47E38,54,34,베미의 정령: 그의 말을 잘 되새기고 행동하도록 하세요.
20,32/S3061.DAT,0x47DDA,53,33,베미의 정령: 그는 인간들끼리의 싸움에 지쳐 있었어요.
20,32/S3061.DAT,0x47A9C,40,20,"베미의 정령: 기다리고 있었습니다, 아크."
20,31/S3031.DAT,0x47C40,58,38,야군: 하지만 그건 아이들에게는 무리입니다. 너무 위험해요.
20,31/S3024.DAT,0x45DA4,37,17,"누구나 할 것 없이, 한심하기 그지없군."
20,31/S3022.DAT,0x48A90,51,31,우리만으로 몬스터를 쓰러뜨리지 않으면 의미 없잖아?
20,31/S3014.DAT,0x474C8,68,48,초핀: 예를 들어 마법을 사용하는 몬스터는 마법 공격에 강한 법입니다.
20,31/S3014.DAT,0x471D2,66,46,초핀: 이를 피하려면 적의 뒤나 옆으로 돌아 들어가 공격하면 됩니다.
20,31/S3012.DAT,0x4831C,67,47,초핀: 자신의 턴일 때 LR 버튼을 동시에 누르면 프리 커서가 됩니다.
20,22/S205C.DAT,0x47C5C,76,56,수메리아 왕: 그놈들은 성궤를 노리고 있다. 성궤의 힘을 넘겨주어서는 안 된다.
20,22/S2059.DAT,0x4794A,54,34,"국왕: 나도 한 나라를 다스리는 자로서, 잘 새겨 두겠네."
20,22/S2051.DAT,0x47BD2,71,51,국왕: 세상이 멸망한다... 황태자였던 형이 사라질 때도 그런 말을 했지...
20,21/S2045.DAT,0x484A4,68,48,초핀: 예를 들어 마법을 사용하는 몬스터는 마법 공격에 강한 법입니다.
20,21/S2045.DAT,0x481AE,66,46,초핀: 이를 피하려면 적의 뒤나 옆으로 돌아 들어가 공격하면 됩니다.
20,21/S2042.DAT,0x4831C,67,47,초핀: 자신의 턴일 때 LR 버튼을 동시에 누르면 프리 커서가 됩니다.
20,21/S2041.DAT,0x4861A,64,44,승무원: 게임이 끝날 때까지 이런 장소는 합계 10곳 이상이 됩니다.
20,21/S2034.DAT,0x479F8,41,21,대신: 왕께서 기다리신다. 어서 가 보아라.
20,21/S2022.DAT,0x47CE2,47,27,"잠시 부탁이 있는데, 성의 지하 창고로 가고 싶어."
20,21/S2022.DAT,0x479B8,64,44,누구를 믿을 수 있을지 모르겠어. 정면으로 가도 방해받을 뿐이겠지.
20,21/S2013.DAT,0x47CBC,48,28,병사: 시내의 술 취한 자가 난동을 부리고 있다고.
20,1/S1061.DAT,0x47EB6,43,23,쿠쿠루: 네가 나아가는 곳에 길이 생길 거야.
20,1/S1061.DAT,0x47ACC,65,45,쿠쿠루: 세상이 끝나려 할 때 나타날 용사를 도우라는 뜻인 것 같아.
20,1/S1023.DAT,0x47BA0,47,27,어느 나라든 언제나 괴물이 출몰하는 장소가 있다.
20,1/S1021.DAT,0x488B0,58,38,어머니: 그런 곳에 아크를 보내다니... 그만하세요! 전부 다!
20,1/S1021.DAT,0x482A8,65,45,아버지가 죽었다니 거짓말이야! 그렇게 강한 분이 쉽게 죽을 리 없어.
20,1/S1011.DAT,0x47902,43,23,대체 이 불꽃에는 어떤 의미가 있는 거지...?
19,D/SD021.DAT,0x47E0A,39,20,이제 여기로 돌아와도 아무것도 없겠네...
19,8/S8021.DAT,0x47BFA,45,26,이 사막의 나라가? 선뜻 믿기 어려운 이야기네.
19,8/S8021.DAT,0x47B1C,66,47,사류족 남자: 아젠다 고지에서 온 우리 조상이 처음 살았던 곳입니다.
19,8/S8013.DAT,0x47FF8,55,36,초핀: 몬스터가 많은 곳에서 써 보시는 건 어떻겠습니까?
19,7/S7032.DAT,0x47B24,72,53,로크톨: 하지만 이 대회의 승자에게는 또 하나의 시련이 기다리고 있습니다!
19,7/S7028.DAT,0x4827C,40,21,대회 위원: 어느 분이 참가하시겠습니까?
19,7/S7028.DAT,0x477DC,60,41,출전자: 토르노 데 반코는 강하다. 어지간해서는 이길 수 없어.
