row_number,source_file,offset,classification,target_korean,span_count,control_count,inline_spans,slot_a_spans,slot_b_spans,binary_changed,placement_json,review_status
2422,C1/SC021.DAT,0x46DE6,선택지,싸우게 된다. 괜찮나?|예|그만둔다,5,4,2,1,0,1,"[{""mode"":""slot-A"",""bytes"":16,""room"":11,""rows"":1,""slot"":0,""disk_id"":""81"",""span"":0,""text"":""싸우게 된다. 괜찮나?""},{""mode"":""inline"",""bytes"":1,""room"":2,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":2,""text"":""예""},{""mode"":""inline"",""bytes"":5,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":4,""text"":""그만둔다""}]",
2423,C1/SC021.DAT,0x46E48,선택지,싸우게 돼. 괜찮아?|응|그만둘래,5,4,2,1,0,1,"[{""mode"":""slot-A"",""bytes"":15,""room"":11,""rows"":1,""slot"":2,""disk_id"":""83"",""span"":0,""text"":""싸우게 돼. 괜찮아?""},{""mode"":""inline"",""bytes"":2,""room"":2,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":2,""text"":""응""},{""mode"":""inline"",""bytes"":6,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":4,""text"":""그만둘래""}]",
2424,C1/SC021.DAT,0x46EAA,선택지,간다. 물론 괜찮겠지?|물론|역시 그만,5,4,1,2,0,1,"[{""mode"":""slot-A"",""bytes"":16,""room"":12,""rows"":1,""slot"":3,""disk_id"":""84"",""span"":0,""text"":""간다. 물론 괜찮겠지?""},{""mode"":""slot-A"",""bytes"":3,""room"":2,""rows"":1,""slot"":4,""disk_id"":""85"",""span"":2,""text"":""물론""},{""mode"":""inline"",""bytes"":6,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":4,""text"":""역시 그만""}]",
2425,C1/SC021.DAT,0x46F0E,선택지,"싸우게 되는데, 괜찮을까?|괜찮아|그만둘래",5,4,1,2,0,1,"[{""mode"":""slot-A"",""bytes"":17,""room"":14,""rows"":1,""slot"":5,""disk_id"":""86"",""span"":0,""text"":""싸우게 되는데, 괜찮을까?""},{""mode"":""slot-A"",""bytes"":5,""room"":2,""rows"":1,""slot"":6,""disk_id"":""87"",""span"":2,""text"":""괜찮아""},{""mode"":""inline"",""bytes"":6,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":4,""text"":""그만둘래""}]",
2426,C1/SC021.DAT,0x46F74,선택지,싸우게 되는데 괜찮으려나?|괜찮다|그만두마,5,4,1,2,0,1,"[{""mode"":""slot-A"",""bytes"":17,""room"":12,""rows"":1,""slot"":8,""disk_id"":""89"",""span"":0,""text"":""싸우게 되는데 괜찮으려나?""},{""mode"":""slot-A"",""bytes"":5,""room"":2,""rows"":1,""slot"":9,""disk_id"":""8A"",""span"":2,""text"":""괜찮다""},{""mode"":""inline"",""bytes"":5,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":4,""text"":""그만두마""}]",
2427,C1/SC021.DAT,0x46FD8,선택지,괜찮나?|예|그만둔다,5,4,2,1,0,1,"[{""mode"":""slot-A"",""bytes"":6,""room"":4,""rows"":1,""slot"":10,""disk_id"":""8B"",""span"":0,""text"":""괜찮나?""},{""mode"":""inline"",""bytes"":1,""room"":2,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":2,""text"":""예""},{""mode"":""inline"",""bytes"":5,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":4,""text"":""그만둔다""}]",
2428,C1/SC021.DAT,0x47034,선택지,어떻게 할까?|싸운다|그만둔다,5,4,1,2,0,1,"[{""mode"":""slot-A"",""bytes"":8,""room"":7,""rows"":1,""slot"":11,""disk_id"":""8C"",""span"":0,""text"":""어떻게 할까?""},{""mode"":""slot-A"",""bytes"":4,""room"":2,""rows"":1,""slot"":12,""disk_id"":""8D"",""span"":2,""text"":""싸운다""},{""mode"":""inline"",""bytes"":5,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":4,""text"":""그만둔다""}]",
2429,C1/SC031.DAT,0x46DE6,선택지,싸우게 된다. 괜찮나?|예|그만둔다,5,4,2,1,0,0,"[{""mode"":""slot-A"",""bytes"":16,""room"":11,""rows"":1,""slot"":1,""disk_id"":""82"",""span"":0,""text"":""싸우게 된다. 괜찮나?""},{""mode"":""inline"",""bytes"":1,""room"":2,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":2,""text"":""예""},{""mode"":""inline"",""bytes"":5,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":4,""text"":""그만둔다""}]",
2430,C1/SC031.DAT,0x46E48,선택지,싸우게 돼. 괜찮아?|응|그만둘래,5,4,2,1,0,1,"[{""mode"":""slot-A"",""bytes"":15,""room"":11,""rows"":1,""slot"":2,""disk_id"":""83"",""span"":0,""text"":""싸우게 돼. 괜찮아?""},{""mode"":""inline"",""bytes"":2,""room"":2,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":2,""text"":""응""},{""mode"":""inline"",""bytes"":6,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":4,""text"":""그만둘래""}]",
2431,C1/SC031.DAT,0x46EAA,선택지,간다. 물론 괜찮겠지?|물론|역시 그만,5,4,1,2,0,1,"[{""mode"":""slot-A"",""bytes"":16,""room"":12,""rows"":1,""slot"":3,""disk_id"":""84"",""span"":0,""text"":""간다. 물론 괜찮겠지?""},{""mode"":""slot-A"",""bytes"":3,""room"":2,""rows"":1,""slot"":4,""disk_id"":""85"",""span"":2,""text"":""물론""},{""mode"":""inline"",""bytes"":6,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":4,""text"":""역시 그만""}]",
2432,C1/SC031.DAT,0x46F0E,선택지,"싸우게 되는데, 괜찮을까?|괜찮아|그만둘래",5,4,1,2,0,1,"[{""mode"":""slot-A"",""bytes"":17,""room"":14,""rows"":1,""slot"":5,""disk_id"":""86"",""span"":0,""text"":""싸우게 되는데, 괜찮을까?""},{""mode"":""slot-A"",""bytes"":5,""room"":2,""rows"":1,""slot"":6,""disk_id"":""87"",""span"":2,""text"":""괜찮아""},{""mode"":""inline"",""bytes"":6,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":4,""text"":""그만둘래""}]",
2433,C1/SC031.DAT,0x46F74,선택지,싸우게 되는데 괜찮으려나?|괜찮다|그만두마,5,4,1,2,0,1,"[{""mode"":""slot-A"",""bytes"":17,""room"":12,""rows"":1,""slot"":8,""disk_id"":""89"",""span"":0,""text"":""싸우게 되는데 괜찮으려나?""},{""mode"":""slot-A"",""bytes"":5,""room"":2,""rows"":1,""slot"":9,""disk_id"":""8A"",""span"":2,""text"":""괜찮다""},{""mode"":""inline"",""bytes"":5,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":4,""text"":""그만두마""}]",
2434,C1/SC031.DAT,0x46FD8,선택지,괜찮나?|예|그만둔다,5,4,2,1,0,1,"[{""mode"":""slot-A"",""bytes"":6,""room"":4,""rows"":1,""slot"":10,""disk_id"":""8B"",""span"":0,""text"":""괜찮나?""},{""mode"":""inline"",""bytes"":1,""room"":2,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":2,""text"":""예""},{""mode"":""inline"",""bytes"":5,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":4,""text"":""그만둔다""}]",
2435,C1/SC031.DAT,0x47034,선택지,어떻게 할까?|싸운다|그만둔다,5,4,1,2,0,1,"[{""mode"":""slot-A"",""bytes"":8,""room"":7,""rows"":1,""slot"":11,""disk_id"":""8C"",""span"":0,""text"":""어떻게 할까?""},{""mode"":""slot-A"",""bytes"":4,""room"":2,""rows"":1,""slot"":12,""disk_id"":""8D"",""span"":2,""text"":""싸운다""},{""mode"":""inline"",""bytes"":5,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":4,""text"":""그만둔다""}]",
2436,C1/SC041.DAT,0x46DE6,선택지,싸우게 된다. 괜찮나?|예|그만둔다,5,4,2,1,0,1,"[{""mode"":""slot-A"",""bytes"":16,""room"":11,""rows"":1,""slot"":29,""disk_id"":""9E"",""span"":0,""text"":""싸우게 된다. 괜찮나?""},{""mode"":""inline"",""bytes"":1,""room"":2,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":2,""text"":""예""},{""mode"":""inline"",""bytes"":5,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":4,""text"":""그만둔다""}]",
2437,C1/SC041.DAT,0x46E48,선택지,싸우게 돼. 괜찮아?|응|그만둘래,5,4,2,1,0,1,"[{""mode"":""slot-A"",""bytes"":15,""room"":11,""rows"":1,""slot"":30,""disk_id"":""9F"",""span"":0,""text"":""싸우게 돼. 괜찮아?""},{""mode"":""inline"",""bytes"":2,""room"":2,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":2,""text"":""응""},{""mode"":""inline"",""bytes"":6,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":4,""text"":""그만둘래""}]",
2438,C1/SC041.DAT,0x46EAA,선택지,간다. 물론 괜찮겠지?|물론|역시 그만,5,4,1,2,0,1,"[{""mode"":""slot-A"",""bytes"":16,""room"":12,""rows"":1,""slot"":33,""disk_id"":""A2"",""span"":0,""text"":""간다. 물론 괜찮겠지?""},{""mode"":""slot-A"",""bytes"":3,""room"":2,""rows"":1,""slot"":34,""disk_id"":""A3"",""span"":2,""text"":""물론""},{""mode"":""inline"",""bytes"":6,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":4,""text"":""역시 그만""}]",
2439,C1/SC041.DAT,0x46F0E,선택지,"싸우게 되는데, 괜찮을까?|괜찮아|그만둘래",5,4,1,2,0,1,"[{""mode"":""slot-A"",""bytes"":17,""room"":14,""rows"":1,""slot"":35,""disk_id"":""A4"",""span"":0,""text"":""싸우게 되는데, 괜찮을까?""},{""mode"":""slot-A"",""bytes"":5,""room"":2,""rows"":1,""slot"":36,""disk_id"":""A5"",""span"":2,""text"":""괜찮아""},{""mode"":""inline"",""bytes"":6,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":4,""text"":""그만둘래""}]",
2440,C1/SC041.DAT,0x46F74,선택지,싸우게 되는데 괜찮으려나?|괜찮다|그만두마,5,4,1,2,0,1,"[{""mode"":""slot-A"",""bytes"":17,""room"":12,""rows"":1,""slot"":37,""disk_id"":""A6"",""span"":0,""text"":""싸우게 되는데 괜찮으려나?""},{""mode"":""slot-A"",""bytes"":5,""room"":2,""rows"":1,""slot"":38,""disk_id"":""A7"",""span"":2,""text"":""괜찮다""},{""mode"":""inline"",""bytes"":5,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":4,""text"":""그만두마""}]",
2441,C1/SC041.DAT,0x46FD8,선택지,괜찮나?|예|그만둔다,5,4,2,1,0,1,"[{""mode"":""slot-A"",""bytes"":6,""room"":4,""rows"":1,""slot"":39,""disk_id"":""A8"",""span"":0,""text"":""괜찮나?""},{""mode"":""inline"",""bytes"":1,""room"":2,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":2,""text"":""예""},{""mode"":""inline"",""bytes"":5,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":4,""text"":""그만둔다""}]",
2442,C1/SC041.DAT,0x47034,선택지,어떻게 할까?|싸운다|그만둔다,5,4,1,2,0,1,"[{""mode"":""slot-A"",""bytes"":8,""room"":7,""rows"":1,""slot"":40,""disk_id"":""AA"",""span"":0,""text"":""어떻게 할까?""},{""mode"":""slot-A"",""bytes"":4,""room"":2,""rows"":1,""slot"":41,""disk_id"":""AB"",""span"":2,""text"":""싸운다""},{""mode"":""inline"",""bytes"":5,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":4,""text"":""그만둔다""}]",
2443,C1/SC051.DAT,0x46DE6,선택지,싸우게 된다. 괜찮나?|예|그만둔다,5,4,2,1,0,1,"[{""mode"":""slot-A"",""bytes"":16,""room"":11,""rows"":1,""slot"":2,""disk_id"":""83"",""span"":0,""text"":""싸우게 된다. 괜찮나?""},{""mode"":""inline"",""bytes"":1,""room"":2,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":2,""text"":""예""},{""mode"":""inline"",""bytes"":5,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":4,""text"":""그만둔다""}]",
2444,C1/SC051.DAT,0x46E48,선택지,싸우게 돼. 괜찮아?|응|그만둘래,5,4,2,1,0,0,"[{""mode"":""slot-A"",""bytes"":15,""room"":11,""rows"":1,""slot"":3,""disk_id"":""84"",""span"":0,""text"":""싸우게 돼. 괜찮아?""},{""mode"":""inline"",""bytes"":2,""room"":2,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":2,""text"":""응""},{""mode"":""inline"",""bytes"":6,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":4,""text"":""그만둘래""}]",
2445,C1/SC051.DAT,0x46EAA,선택지,간다. 물론 괜찮겠지?|물론|역시 그만,5,4,1,2,0,1,"[{""mode"":""slot-A"",""bytes"":16,""room"":12,""rows"":1,""slot"":4,""disk_id"":""85"",""span"":0,""text"":""간다. 물론 괜찮겠지?""},{""mode"":""slot-A"",""bytes"":3,""room"":2,""rows"":1,""slot"":5,""disk_id"":""86"",""span"":2,""text"":""물론""},{""mode"":""inline"",""bytes"":6,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":4,""text"":""역시 그만""}]",
2446,C1/SC051.DAT,0x46F0E,선택지,"싸우게 되는데, 괜찮을까?|괜찮아|그만둘래",5,4,1,2,0,1,"[{""mode"":""slot-A"",""bytes"":17,""room"":14,""rows"":1,""slot"":6,""disk_id"":""87"",""span"":0,""text"":""싸우게 되는데, 괜찮을까?""},{""mode"":""slot-A"",""bytes"":5,""room"":2,""rows"":1,""slot"":8,""disk_id"":""89"",""span"":2,""text"":""괜찮아""},{""mode"":""inline"",""bytes"":6,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":4,""text"":""그만둘래""}]",
2447,C1/SC051.DAT,0x46F74,선택지,싸우게 되는데 괜찮으려나?|괜찮다|그만두마,5,4,1,2,0,1,"[{""mode"":""slot-A"",""bytes"":17,""room"":12,""rows"":1,""slot"":9,""disk_id"":""8A"",""span"":0,""text"":""싸우게 되는데 괜찮으려나?""},{""mode"":""slot-A"",""bytes"":5,""room"":2,""rows"":1,""slot"":10,""disk_id"":""8B"",""span"":2,""text"":""괜찮다""},{""mode"":""inline"",""bytes"":5,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":4,""text"":""그만두마""}]",
2448,C1/SC051.DAT,0x46FD8,선택지,괜찮나?|예|그만둔다,5,4,2,1,0,1,"[{""mode"":""slot-A"",""bytes"":6,""room"":4,""rows"":1,""slot"":11,""disk_id"":""8C"",""span"":0,""text"":""괜찮나?""},{""mode"":""inline"",""bytes"":1,""room"":2,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":2,""text"":""예""},{""mode"":""inline"",""bytes"":5,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":4,""text"":""그만둔다""}]",
2449,C1/SC051.DAT,0x47034,선택지,어떻게 할까?|싸운다|그만둔다,5,4,1,2,0,1,"[{""mode"":""slot-A"",""bytes"":8,""room"":7,""rows"":1,""slot"":12,""disk_id"":""8D"",""span"":0,""text"":""어떻게 할까?""},{""mode"":""slot-A"",""bytes"":4,""room"":2,""rows"":1,""slot"":13,""disk_id"":""8E"",""span"":2,""text"":""싸운다""},{""mode"":""inline"",""bytes"":5,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":4,""text"":""그만둔다""}]",
2450,C1/SC061.DAT,0x46DE6,선택지,싸우게 된다. 괜찮나?|예|그만둔다,5,4,2,1,0,1,"[{""mode"":""slot-A"",""bytes"":16,""room"":11,""rows"":1,""slot"":5,""disk_id"":""86"",""span"":0,""text"":""싸우게 된다. 괜찮나?""},{""mode"":""inline"",""bytes"":1,""room"":2,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":2,""text"":""예""},{""mode"":""inline"",""bytes"":5,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":4,""text"":""그만둔다""}]",
2451,C1/SC061.DAT,0x46E48,선택지,싸우게 돼. 괜찮아?|응|그만둘래,5,4,2,1,0,1,"[{""mode"":""slot-A"",""bytes"":15,""room"":11,""rows"":1,""slot"":6,""disk_id"":""87"",""span"":0,""text"":""싸우게 돼. 괜찮아?""},{""mode"":""inline"",""bytes"":2,""room"":2,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":2,""text"":""응""},{""mode"":""inline"",""bytes"":6,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":4,""text"":""그만둘래""}]",
2452,C1/SC061.DAT,0x46EAA,선택지,간다. 물론 괜찮겠지?|물론|역시 그만,5,4,1,2,0,1,"[{""mode"":""slot-A"",""bytes"":16,""room"":12,""rows"":1,""slot"":8,""disk_id"":""89"",""span"":0,""text"":""간다. 물론 괜찮겠지?""},{""mode"":""slot-A"",""bytes"":3,""room"":2,""rows"":1,""slot"":9,""disk_id"":""8A"",""span"":2,""text"":""물론""},{""mode"":""inline"",""bytes"":6,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":4,""text"":""역시 그만""}]",
2453,C1/SC061.DAT,0x46F0E,선택지,"싸우게 되는데, 괜찮을까?|괜찮아|그만둘래",5,4,1,2,0,1,"[{""mode"":""slot-A"",""bytes"":17,""room"":14,""rows"":1,""slot"":10,""disk_id"":""8B"",""span"":0,""text"":""싸우게 되는데, 괜찮을까?""},{""mode"":""slot-A"",""bytes"":5,""room"":2,""rows"":1,""slot"":12,""disk_id"":""8D"",""span"":2,""text"":""괜찮아""},{""mode"":""inline"",""bytes"":6,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":4,""text"":""그만둘래""}]",
2454,C1/SC061.DAT,0x46F74,선택지,싸우게 되는데 괜찮으려나?|괜찮다|그만두마,5,4,1,2,0,1,"[{""mode"":""slot-A"",""bytes"":17,""room"":12,""rows"":1,""slot"":15,""disk_id"":""90"",""span"":0,""text"":""싸우게 되는데 괜찮으려나?""},{""mode"":""slot-A"",""bytes"":5,""room"":2,""rows"":1,""slot"":17,""disk_id"":""92"",""span"":2,""text"":""괜찮다""},{""mode"":""inline"",""bytes"":5,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":4,""text"":""그만두마""}]",
2455,C1/SC061.DAT,0x46FD8,선택지,괜찮나?|예|그만둔다,5,4,2,1,0,1,"[{""mode"":""slot-A"",""bytes"":6,""room"":4,""rows"":1,""slot"":18,""disk_id"":""93"",""span"":0,""text"":""괜찮나?""},{""mode"":""inline"",""bytes"":1,""room"":2,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":2,""text"":""예""},{""mode"":""inline"",""bytes"":5,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":4,""text"":""그만둔다""}]",
2456,C1/SC061.DAT,0x47034,선택지,어떻게 할까?|싸운다|그만둔다,5,4,1,2,0,1,"[{""mode"":""slot-A"",""bytes"":8,""room"":7,""rows"":1,""slot"":19,""disk_id"":""94"",""span"":0,""text"":""어떻게 할까?""},{""mode"":""slot-A"",""bytes"":4,""room"":2,""rows"":1,""slot"":20,""disk_id"":""95"",""span"":2,""text"":""싸운다""},{""mode"":""inline"",""bytes"":5,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":4,""text"":""그만둔다""}]",
2457,C1/SC081.DAT,0x46DE6,선택지,싸우게 된다. 괜찮나?|예|그만둔다,5,4,2,1,0,0,"[{""mode"":""slot-A"",""bytes"":16,""room"":11,""rows"":1,""slot"":8,""disk_id"":""89"",""span"":0,""text"":""싸우게 된다. 괜찮나?""},{""mode"":""inline"",""bytes"":1,""room"":2,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":2,""text"":""예""},{""mode"":""inline"",""bytes"":5,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":4,""text"":""그만둔다""}]",
2458,C1/SC081.DAT,0x46E48,선택지,싸우게 돼. 괜찮아?|응|그만둘래,5,4,2,1,0,1,"[{""mode"":""slot-A"",""bytes"":15,""room"":11,""rows"":1,""slot"":9,""disk_id"":""8A"",""span"":0,""text"":""싸우게 돼. 괜찮아?""},{""mode"":""inline"",""bytes"":2,""room"":2,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":2,""text"":""응""},{""mode"":""inline"",""bytes"":6,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":4,""text"":""그만둘래""}]",
2461,C1/SC081.DAT,0x46F70,선택지,싸우게 되는데 괜찮으려나?|괜찮다|그만두마,5,4,1,2,0,1,"[{""mode"":""slot-A"",""bytes"":17,""room"":12,""rows"":1,""slot"":10,""disk_id"":""8B"",""span"":0,""text"":""싸우게 되는데 괜찮으려나?""},{""mode"":""slot-A"",""bytes"":5,""room"":2,""rows"":1,""slot"":11,""disk_id"":""8C"",""span"":2,""text"":""괜찮다""},{""mode"":""inline"",""bytes"":5,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":4,""text"":""그만두마""}]",
2462,C1/SC081.DAT,0x46FD4,선택지,괜찮나?|예|그만둔다,5,4,2,1,0,1,"[{""mode"":""slot-A"",""bytes"":6,""room"":4,""rows"":1,""slot"":13,""disk_id"":""8E"",""span"":0,""text"":""괜찮나?""},{""mode"":""inline"",""bytes"":1,""room"":2,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":2,""text"":""예""},{""mode"":""inline"",""bytes"":5,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":4,""text"":""그만둔다""}]",
2464,C1/SC091.DAT,0x46DE6,선택지,준비됐나?|예|그만,5,4,2,1,0,1,"[{""mode"":""slot-A"",""bytes"":8,""room"":7,""rows"":1,""slot"":1,""disk_id"":""82"",""span"":0,""text"":""준비됐나?""},{""mode"":""inline"",""bytes"":1,""room"":2,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":2,""text"":""예""},{""mode"":""inline"",""bytes"":2,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":4,""text"":""그만""}]",
2465,C1/SC091.DAT,0x46E44,선택지,맡겨 두게|예|그만,5,4,2,1,0,1,"[{""mode"":""slot-A"",""bytes"":8,""room"":6,""rows"":1,""slot"":2,""disk_id"":""83"",""span"":0,""text"":""맡겨 두게""},{""mode"":""inline"",""bytes"":1,""room"":2,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":2,""text"":""예""},{""mode"":""inline"",""bytes"":2,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":4,""text"":""그만""}]",
2469,C1/SC091.DAT,0x46FC0,선택지,괜찮나?|예|그만둔다,5,4,2,1,0,1,"[{""mode"":""slot-A"",""bytes"":6,""room"":4,""rows"":1,""slot"":3,""disk_id"":""84"",""span"":0,""text"":""괜찮나?""},{""mode"":""inline"",""bytes"":1,""room"":2,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":2,""text"":""예""},{""mode"":""inline"",""bytes"":5,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":4,""text"":""그만둔다""}]",
2471,C2/SC0A1.DAT,0x46DE6,선택지,싸우게 된다. 괜찮나?|예|그만둔다,5,4,2,1,0,0,"[{""mode"":""slot-A"",""bytes"":16,""room"":11,""rows"":1,""slot"":1,""disk_id"":""82"",""span"":0,""text"":""싸우게 된다. 괜찮나?""},{""mode"":""inline"",""bytes"":1,""room"":2,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":2,""text"":""예""},{""mode"":""inline"",""bytes"":5,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":4,""text"":""그만둔다""}]",
2473,C2/SC0A1.DAT,0x46EA4,선택지,전투?|예|그만,5,4,3,0,0,1,"[{""mode"":""inline"",""bytes"":4,""room"":4,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":0,""text"":""전투?""},{""mode"":""inline"",""bytes"":1,""room"":2,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":2,""text"":""예""},{""mode"":""inline"",""bytes"":2,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":4,""text"":""그만""}]",
2474,C2/SC0A1.DAT,0x46F00,선택지,"싸우게 되는데, 괜찮을까?|괜찮아|그만둘래",5,4,1,2,0,1,"[{""mode"":""slot-A"",""bytes"":17,""room"":14,""rows"":1,""slot"":2,""disk_id"":""83"",""span"":0,""text"":""싸우게 되는데, 괜찮을까?""},{""mode"":""slot-A"",""bytes"":5,""room"":2,""rows"":1,""slot"":3,""disk_id"":""84"",""span"":2,""text"":""괜찮아""},{""mode"":""inline"",""bytes"":6,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":4,""text"":""그만둘래""}]",
2475,C2/SC0A1.DAT,0x46F66,선택지,싸우게 되는데 괜찮으려나?|괜찮다|그만두마,5,4,1,2,0,1,"[{""mode"":""slot-A"",""bytes"":17,""room"":12,""rows"":1,""slot"":4,""disk_id"":""85"",""span"":0,""text"":""싸우게 되는데 괜찮으려나?""},{""mode"":""slot-A"",""bytes"":5,""room"":2,""rows"":1,""slot"":5,""disk_id"":""86"",""span"":2,""text"":""괜찮다""},{""mode"":""inline"",""bytes"":5,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":4,""text"":""그만두마""}]",
2476,C2/SC0A1.DAT,0x46FCA,선택지,괜찮나?|예|그만둔다,5,4,2,1,0,1,"[{""mode"":""slot-A"",""bytes"":6,""room"":4,""rows"":1,""slot"":6,""disk_id"":""87"",""span"":0,""text"":""괜찮나?""},{""mode"":""inline"",""bytes"":1,""room"":2,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":2,""text"":""예""},{""mode"":""inline"",""bytes"":5,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":4,""text"":""그만둔다""}]",
2477,C2/SC0A1.DAT,0x47026,선택지,어떻게 할까?|싸운다|그만둔다,5,4,1,2,0,1,"[{""mode"":""slot-A"",""bytes"":8,""room"":7,""rows"":1,""slot"":8,""disk_id"":""89"",""span"":0,""text"":""어떻게 할까?""},{""mode"":""slot-A"",""bytes"":4,""room"":2,""rows"":1,""slot"":9,""disk_id"":""8A"",""span"":2,""text"":""싸운다""},{""mode"":""inline"",""bytes"":5,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":4,""text"":""그만둔다""}]",
2480,C2/SC0B6.DAT,0x45CD4,B검수필요,승리 10회를 달성하신 분께는 특별한 상품을 드립니다. 힘내 주십시오.,3,2,2,0,1,1,"[{""mode"":""inline"",""bytes"":14,""room"":14,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":0,""text"":""승리 10회를 달성하신""},{""mode"":""inline"",""bytes"":15,""room"":20,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""분께는 특별한 상품을""},{""mode"":""slot-B"",""bytes"":15,""room"":9,""rows"":1,""slot"":0,""disk_id"":""D1"",""span"":2,""text"":""드립니다. 힘내 주십시오.""}]",needs_human_review
2501,C2/SC0B6.DAT,0x463DC,B검수필요,1000회까지 앞으로 회입니다. 포기하지 말고 힘내 주십시오.,3,2,1,0,2,1,"[{""mode"":""slot-B"",""bytes"":13,""room"":10,""rows"":1,""slot"":1,""disk_id"":""D2"",""span"":0,""text"":""1000회까지 앞으로 ""},{""mode"":""slot-B"",""bytes"":5,""room"":4,""rows"":1,""slot"":2,""disk_id"":""D3"",""span"":1,""text"":""회입니다.""},{""mode"":""inline"",""bytes"":17,""room"":17,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":2,""text"":""포기하지 말고 힘내 주십시오.""}]",needs_human_review
